Year,Value,UNIT_MEASURE
2005,3,NUMBER
2008,0,NUMBER
2009,0,NUMBER
2010,3,NUMBER
2011,2,NUMBER
2012,1,NUMBER
2013,3,NUMBER
2014,2,NUMBER
2015,2,NUMBER
2016,3,NUMBER
2017,2,NUMBER
2018,5,NUMBER
2019,6,NUMBER
2020,3,NUMBER
2021,4,NUMBER
