Year,Value,UNIT_MEASURE
2005,421,NUMBER
2006,409,NUMBER
2007,405,NUMBER
2008,417,NUMBER
2009,406,NUMBER
2010,395,NUMBER
2011,390,NUMBER
2012,397,NUMBER
2013,377,NUMBER
2014,379,NUMBER
2015,371,NUMBER
2016,371,NUMBER
2017,363,NUMBER
2018,371,NUMBER
2019,358,NUMBER
2020,354,NUMBER
2021,351,NUMBER
2022,261,NUMBER
2023,355,NUMBER
2024,332,NUMBER
