Year,UNIT_MEASURE,Административно подручје,Пол,Mother tounge,Value
2013,Број,Прњавор,Ж,serbian,15526
2013,Број,Рибник,Оба пола,serbian,5830
2013,Број,Рибник,M,serbian,2891
2013,Број,Рибник,Ж,serbian,2939
2013,Број,Рогатица,Оба пола,serbian,9233
2013,Број,Рогатица,M,serbian,4508
2013,Број,Рогатица,Ж,serbian,4725
2013,Број,Рудо,Оба пола,serbian,6979
2013,Број,Рудо,M,serbian,3527
2013,Број,Рудо,Ж,serbian,3452
2013,Број,Соколац,Оба пола,serbian,10911
2013,Број,Соколац,M,serbian,5366
2013,Број,Соколац,Ж,serbian,5545
2013,Број,Србац,Оба пола,serbian,16269
2013,Број,Србац,M,serbian,7994
2013,Број,Србац,Ж,serbian,8275
2013,Број,Сребреница,Оба пола,serbian,5469
2013,Број,Сребреница,M,serbian,2745
2013,Број,Сребреница,Ж,serbian,2724
2013,Број,Теслић,Оба пола,serbian,28458
2013,Број,Теслић,M,serbian,13628
2013,Број,Теслић,Ж,serbian,14830
2013,Број,Град Требиње,Оба пола,serbian,26940
2013,Број,Град Требиње,M,serbian,13155
2013,Број,Град Требиње,Ж,serbian,13785
2013,Број,Трново,Оба пола,serbian,1141
2013,Број,Трново,M,serbian,537
2013,Број,Трново,Ж,serbian,604
2013,Број,Угљевик,Оба пола,serbian,13052
2013,Број,Угљевик,M,serbian,6622
2013,Број,Угљевик,Ж,serbian,6430
2013,Број,Фоча,Оба пола,serbian,16299
2013,Број,Фоча,M,serbian,8200
2013,Број,Фоча,Ж,serbian,8099
2013,Број,Хан Пијесак,Оба пола,serbian,3002
2013,Број,Хан Пијесак,M,serbian,1415
2013,Број,Хан Пијесак,Ж,serbian,1587
2013,Број,Чајниче,Оба пола,serbian,3820
2013,Број,Чајниче,M,serbian,1898
2013,Број,Чајниче,Ж,serbian,1922
2013,Број,Челинац,Оба пола,serbian,14622
2013,Број,Челинац,M,serbian,7247
2013,Број,Челинац,Ж,serbian,7375
2013,Број,Шамац,Оба пола,serbian,12894
2013,Број,Шамац,M,serbian,6289
2013,Број,Шамац,Ж,serbian,6605
2013,Број,Шековићи,Оба пола,serbian,6196
2013,Број,Шековићи,M,serbian,3044
2013,Број,Шековићи,Ж,serbian,3152
2013,Број,Шипово,Оба пола,serbian,9332
2013,Број,Шипово,M,serbian,4725
2013,Број,Шипово,Ж,serbian,4607
2013,Број,Република Српска,Оба пола,Друго,17824
2013,Број,Република Српска,M,Друго,8017
2013,Број,Република Српска,Ж,Друго,9807
2013,Број,Град Бања Лука,Оба пола,Друго,5207
2013,Број,Град Бања Лука,M,Друго,2214
2013,Број,Град Бања Лука,Ж,Друго,2993
2013,Број,Берковићи,Оба пола,Друго,5
2013,Број,Берковићи,M,Друго,2
2013,Број,Берковићи,Ж,Друго,3
2013,Број,Град Бијељина,Оба пола,Друго,1418
2013,Број,Град Бијељина,M,Друго,673
2013,Број,Град Бијељина,Ж,Друго,745
2013,Број,Билећа,Оба пола,Друго,32
2013,Број,Билећа,M,Друго,18
2013,Број,Билећа,Ж,Друго,14
2013,Број,Братунац,Оба пола,Друго,69
2013,Број,Братунац,M,Друго,33
2013,Број,Братунац,Ж,Друго,36
2013,Број,Брод,Оба пола,Друго,283
2013,Број,Брод,M,Друго,111
2013,Број,Брод,Ж,Друго,172
2013,Број,Вишеград,Оба пола,Друго,66
2013,Број,Вишеград,M,Друго,32
2013,Број,Вишеград,Ж,Друго,34
2013,Број,Власеница,Оба пола,Друго,89
2013,Број,Власеница,M,Друго,36
2013,Број,Власеница,Ж,Друго,53
2013,Број,Вукосавље,Оба пола,Друго,116
2013,Број,Вукосавље,M,Друго,68
2013,Број,Вукосавље,Ж,Друго,48
2013,Број,Гацко,Оба пола,Друго,9
2013,Број,Гацко,M,Друго,5
2013,Број,Гацко,Ж,Друго,4
2013,Број,Град Градишка,Оба пола,Друго,1025
2013,Број,Град Градишка,M,Друго,481
2013,Број,Град Градишка,Ж,Друго,544
2013,Број,Град Дервента,Оба пола,Друго,447
2013,Број,Град Дервента,M,Друго,196
2013,Број,Град Дервента,Ж,Друго,251
2013,Број,Град Добој,Оба пола,Друго,1380
2013,Број,Град Добој,M,Друго,644
2013,Број,Град Добој,Ж,Друго,736
2013,Број,Доњи Жабар,Оба пола,Друго,15
2013,Број,Доњи Жабар,M,Друго,4
2013,Број,Доњи Жабар,Ж,Друго,11
2013,Број,Град Зворник,Оба пола,Друго,116
2013,Број,Град Зворник,M,Друго,48
2013,Број,Град Зворник,Ж,Друго,68
2013,Број,Источна Илиџа,Оба пола,Друго,125
2013,Број,Источна Илиџа,M,Друго,50
2013,Број,Источна Илиџа,Ж,Друго,75
2013,Број,Источни Дрвар,Оба пола,Друго,0
2013,Број,Источни Дрвар,M,Друго,0
2013,Број,Источни Дрвар,Ж,Друго,0
2013,Број,Источни Мостар,Оба пола,Друго,0
2013,Број,Источни Мостар,M,Друго,0
2013,Број,Источни Мостар,Ж,Друго,0
2013,Број,Источни Стари Град,Оба пола,Друго,6
2013,Број,Источни Стари Град,M,Друго,2
2013,Број,Источни Стари Град,Ж,Друго,4
2013,Број,Источно Ново Сарајево,Оба пола,Друго,199
2013,Број,Источно Ново Сарајево,M,Друго,86
2013,Број,Источно Ново Сарајево,Ж,Друго,113
2013,Број,Језеро,Оба пола,Друго,1
2013,Број,Језеро,M,Друго,1
2013,Број,Језеро,Ж,Друго,0
2013,Број,Калиновик,Оба пола,Друго,11
2013,Број,Калиновик,M,Друго,8
2013,Број,Калиновик,Ж,Друго,3
2013,Број,Кнежево,Оба пола,Друго,30
2013,Број,Кнежево,M,Друго,8
2013,Број,Кнежево,Ж,Друго,22
2013,Број,Козарска Дубица,Оба пола,Друго,209
2013,Број,Козарска Дубица,M,Друго,89
2013,Број,Козарска Дубица,Ж,Друго,120
2013,Број,Костајница,Оба пола,Друго,112
2013,Број,Костајница,M,Друго,51
2013,Број,Костајница,Ж,Друго,61
2013,Број,Котор Варош,Оба пола,Друго,181
2013,Број,Котор Варош,M,Друго,75
2013,Број,Котор Варош,Ж,Друго,106
2013,Број,Крупа на Уни,Оба пола,Друго,0
2013,Број,Крупа на Уни,M,Друго,0
2013,Број,Крупа на Уни,Ж,Друго,0
2013,Број,Купрес,Оба пола,Друго,3
2013,Број,Купрес,M,Друго,2
2013,Број,Купрес,Ж,Друго,1
2013,Број,Лакташи,Оба пола,Друго,578
2013,Број,Лакташи,M,Друго,286
2013,Број,Лакташи,Ж,Друго,292
2013,Број,Лопаре,Оба пола,Друго,28
2013,Број,Лопаре,M,Друго,9
2013,Број,Лопаре,Ж,Друго,19
2013,Број,Љубиње,Оба пола,Друго,3
2013,Број,Љубиње,M,Друго,1
2013,Број,Љубиње,Ж,Друго,2
2013,Број,Милићи,Оба пола,Друго,9
2013,Број,Милићи,M,Друго,1
2013,Број,Милићи,Ж,Друго,8
2013,Број,Модрича,Оба пола,Друго,470
2013,Број,Модрича,M,Друго,208
2013,Број,Модрича,Ж,Друго,262
2013,Број,Мркоњић Град,Оба пола,Друго,97
2013,Број,Мркоњић Град,M,Друго,52
2013,Број,Мркоњић Град,Ж,Друго,45
2013,Број,Невесиње,Оба пола,Друго,17
2013,Број,Невесиње,M,Друго,4
2013,Број,Невесиње,Ж,Друго,13
2013,Број,Нови Град,Оба пола,Друго,263
2013,Број,Нови Град,M,Друго,108
2013,Број,Нови Град,Ж,Друго,155
2013,Број,Ново Горажде,Оба пола,Друго,4
2013,Број,Ново Горажде,M,Друго,3
2013,Број,Ново Горажде,Ж,Друго,1
2013,Број,Осмаци,Оба пола,Друго,8
2013,Број,Осмаци,M,Друго,1
2013,Број,Осмаци,Ж,Друго,7
2013,Број,Оштра Лука,Оба пола,Друго,32
2013,Број,Оштра Лука,M,Друго,16
2013,Број,Оштра Лука,Ж,Друго,16
2013,Број,Пале,Оба пола,Друго,108
2013,Број,Пале,M,Друго,42
2013,Број,Пале,Ж,Друго,66
2013,Број,Пелагићево,Оба пола,Друго,30
2013,Број,Пелагићево,M,Друго,12
2013,Број,Пелагићево,Ж,Друго,18
2013,Број,Петровац,Оба пола,Друго,1
2013,Број,Петровац,M,Друго,0
2013,Број,Петровац,Ж,Друго,1
2013,Број,Петрово,Оба пола,Друго,41
2013,Број,Петрово,M,Друго,15
2013,Број,Петрово,Ж,Друго,26
2013,Број,Град Приједор,Оба пола,Друго,1883
2013,Број,Град Приједор,M,Друго,879
2013,Број,Град Приједор,Ж,Друго,1004
2013,Број,Прњавор,Оба пола,Друго,1131
2013,Број,Прњавор,M,Друго,565
2013,Број,Прњавор,Ж,Друго,566
2013,Број,Рибник,Оба пола,Друго,13
2013,Број,Рибник,M,Друго,5
2013,Број,Рибник,Ж,Друго,8
2013,Број,Рогатица,Оба пола,Друго,35
2013,Број,Рогатица,M,Друго,17
2013,Број,Рогатица,Ж,Друго,18
2013,Број,Рудо,Оба пола,Друго,8
2013,Број,Рудо,M,Друго,3
2013,Број,Рудо,Ж,Друго,5
2013,Број,Соколац,Оба пола,Друго,35
2013,Број,Соколац,M,Друго,9
2013,Број,Соколац,Ж,Друго,26
2013,Број,Србац,Оба пола,Друго,180
2013,Број,Србац,M,Друго,91
2013,Број,Србац,Ж,Друго,89
2013,Број,Сребреница,Оба пола,Друго,49
2013,Број,Сребреница,M,Друго,32
2013,Број,Сребреница,Ж,Друго,17
2013,Број,Теслић,Оба пола,Друго,864
2013,Број,Теслић,M,Друго,390
2013,Број,Теслић,Ж,Друго,474
2013,Број,Град Требиње,Оба пола,Друго,269
2013,Број,Град Требиње,M,Друго,101
2013,Број,Град Требиње,Ж,Друго,168
2013,Број,Трново,Оба пола,Друго,8
2013,Број,Трново,M,Друго,5
2013,Број,Трново,Ж,Друго,3
2013,Број,Угљевик,Оба пола,Друго,36
2013,Број,Угљевик,M,Друго,15
2013,Број,Угљевик,Ж,Друго,21
2013,Број,Фоча,Оба пола,Друго,63
2013,Број,Фоча,M,Друго,35
2013,Број,Фоча,Ж,Друго,28
2013,Број,Хан Пијесак,Оба пола,Друго,7
2013,Број,Хан Пијесак,M,Друго,6
2013,Број,Хан Пијесак,Ж,Друго,1
2013,Број,Чајниче,Оба пола,Друго,12
2013,Број,Чајниче,M,Друго,6
2013,Број,Чајниче,Ж,Друго,6
2013,Број,Челинац,Оба пола,Друго,74
2013,Број,Челинац,M,Друго,26
2013,Број,Челинац,Ж,Друго,48
2013,Број,Шамац,Оба пола,Друго,277
2013,Број,Шамац,M,Друго,116
2013,Број,Шамац,Ж,Друго,161
2013,Број,Шековићи,Оба пола,Друго,11
2013,Број,Шековићи,M,Друго,4
2013,Број,Шековићи,Ж,Друго,7
2013,Број,Шипово,Оба пола,Друго,26
2013,Број,Шипово,M,Друго,17
2013,Број,Шипово,Ж,Друго,9
2013,Број,Република Српска,Оба пола,Nepoznato,2502
2013,Број,Република Српска,M,Nepoznato,1156
2013,Број,Република Српска,Ж,Nepoznato,1346
2013,Број,Град Бања Лука,Оба пола,Nepoznato,411
2013,Број,Град Бања Лука,M,Nepoznato,189
2013,Број,Град Бања Лука,Ж,Nepoznato,222
2013,Број,Берковићи,Оба пола,Nepoznato,2
2013,Број,Берковићи,M,Nepoznato,0
2013,Број,Берковићи,Ж,Nepoznato,2
2013,Број,Град Бијељина,Оба пола,Nepoznato,124
2013,Број,Град Бијељина,M,Nepoznato,51
2013,Број,Град Бијељина,Ж,Nepoznato,73
2013,Број,Билећа,Оба пола,Nepoznato,14
2013,Број,Билећа,M,Nepoznato,7
2013,Број,Билећа,Ж,Nepoznato,7
2013,Број,Братунац,Оба пола,Nepoznato,46
2013,Број,Братунац,M,Nepoznato,21
2013,Број,Братунац,Ж,Nepoznato,25
2013,Број,Брод,Оба пола,Nepoznato,44
2013,Број,Брод,M,Nepoznato,20
2013,Број,Брод,Ж,Nepoznato,24
2013,Број,Вишеград,Оба пола,Nepoznato,178
2013,Број,Вишеград,M,Nepoznato,2
2013,Број,Вишеград,Ж,Nepoznato,176
2013,Број,Власеница,Оба пола,Nepoznato,29
2013,Број,Власеница,M,Nepoznato,14
2013,Број,Власеница,Ж,Nepoznato,15
2013,Број,Вукосавље,Оба пола,Nepoznato,15
2013,Број,Вукосавље,M,Nepoznato,2
2013,Број,Вукосавље,Ж,Nepoznato,13
2013,Број,Гацко,Оба пола,Nepoznato,10
2013,Број,Гацко,M,Nepoznato,2
2013,Број,Гацко,Ж,Nepoznato,8
2013,Број,Град Градишка,Оба пола,Nepoznato,85
2013,Број,Град Градишка,M,Nepoznato,39
2013,Број,Град Градишка,Ж,Nepoznato,46
2013,Број,Град Дервента,Оба пола,Nepoznato,74
2013,Број,Град Дервента,M,Nepoznato,33
2013,Број,Град Дервента,Ж,Nepoznato,41
2013,Број,Град Добој,Оба пола,Nepoznato,178
2013,Број,Град Добој,M,Nepoznato,70
2013,Број,Град Добој,Ж,Nepoznato,108
2013,Број,Доњи Жабар,Оба пола,Nepoznato,6
2013,Број,Доњи Жабар,M,Nepoznato,4
2013,Број,Доњи Жабар,Ж,Nepoznato,2
2013,Број,Град Зворник,Оба пола,Nepoznato,119
2013,Број,Град Зворник,M,Nepoznato,52
2013,Број,Град Зворник,Ж,Nepoznato,67
2013,Број,Источна Илиџа,Оба пола,Nepoznato,13
2013,Број,Источна Илиџа,M,Nepoznato,7
2013,Број,Источна Илиџа,Ж,Nepoznato,6
2013,Број,Источни Дрвар,Оба пола,Nepoznato,0
2013,Број,Источни Дрвар,M,Nepoznato,0
2013,Број,Источни Дрвар,Ж,Nepoznato,0
2013,Број,Источни Мостар,Оба пола,Nepoznato,3
2013,Број,Источни Мостар,M,Nepoznato,1
2013,Број,Источни Мостар,Ж,Nepoznato,2
2013,Број,Источни Стари Град,Оба пола,Nepoznato,2
2013,Број,Источни Стари Град,M,Nepoznato,2
2013,Број,Источни Стари Град,Ж,Nepoznato,0
2013,Број,Источно Ново Сарајево,Оба пола,Nepoznato,9
2013,Број,Источно Ново Сарајево,M,Nepoznato,2
2013,Број,Источно Ново Сарајево,Ж,Nepoznato,7
2013,Број,Језеро,Оба пола,Nepoznato,1
2013,Број,Језеро,M,Nepoznato,1
2013,Број,Језеро,Ж,Nepoznato,0
2013,Број,Калиновик,Оба пола,Nepoznato,4
2013,Број,Калиновик,M,Nepoznato,2
2013,Број,Калиновик,Ж,Nepoznato,2
2013,Број,Кнежево,Оба пола,Nepoznato,8
2013,Број,Кнежево,M,Nepoznato,4
2013,Број,Кнежево,Ж,Nepoznato,4
2013,Број,Козарска Дубица,Оба пола,Nepoznato,23
2013,Број,Козарска Дубица,M,Nepoznato,10
2013,Број,Козарска Дубица,Ж,Nepoznato,13
2013,Број,Костајница,Оба пола,Nepoznato,3
2013,Број,Костајница,M,Nepoznato,1
2013,Број,Костајница,Ж,Nepoznato,2
2013,Број,Котор Варош,Оба пола,Nepoznato,23
2013,Број,Котор Варош,M,Nepoznato,15
2013,Број,Котор Варош,Ж,Nepoznato,8
2013,Број,Крупа на Уни,Оба пола,Nepoznato,0
2013,Број,Крупа на Уни,M,Nepoznato,0
2013,Број,Крупа на Уни,Ж,Nepoznato,0
2013,Број,Купрес,Оба пола,Nepoznato,0
2013,Број,Купрес,M,Nepoznato,0
2013,Број,Купрес,Ж,Nepoznato,0
2013,Број,Лакташи,Оба пола,Nepoznato,82
2013,Број,Лакташи,M,Nepoznato,36
2013,Број,Лакташи,Ж,Nepoznato,46
2013,Број,Лопаре,Оба пола,Nepoznato,24
2013,Број,Лопаре,M,Nepoznato,12
2013,Број,Лопаре,Ж,Nepoznato,12
2013,Број,Љубиње,Оба пола,Nepoznato,4
2013,Број,Љубиње,M,Nepoznato,2
2013,Број,Љубиње,Ж,Nepoznato,2
2013,Број,Милићи,Оба пола,Nepoznato,11
2013,Број,Милићи,M,Nepoznato,4
2013,Број,Милићи,Ж,Nepoznato,7
2013,Број,Модрича,Оба пола,Nepoznato,133
2013,Број,Модрича,M,Nepoznato,71
2013,Број,Модрича,Ж,Nepoznato,62
2013,Број,Мркоњић Град,Оба пола,Nepoznato,16
2013,Број,Мркоњић Град,M,Nepoznato,7
2013,Број,Мркоњић Град,Ж,Nepoznato,9
2013,Број,Невесиње,Оба пола,Nepoznato,17
2013,Број,Невесиње,M,Nepoznato,5
2013,Број,Невесиње,Ж,Nepoznato,12
2013,Број,Нови Град,Оба пола,Nepoznato,36
2013,Број,Нови Град,M,Nepoznato,20
2013,Број,Нови Град,Ж,Nepoznato,16
2013,Број,Ново Горажде,Оба пола,Nepoznato,8
2013,Број,Ново Горажде,M,Nepoznato,3
2013,Број,Ново Горажде,Ж,Nepoznato,5
2013,Број,Осмаци,Оба пола,Nepoznato,5
2013,Број,Осмаци,M,Nepoznato,2
2013,Број,Осмаци,Ж,Nepoznato,3
2013,Број,Оштра Лука,Оба пола,Nepoznato,2
2013,Број,Оштра Лука,M,Nepoznato,2
2013,Број,Оштра Лука,Ж,Nepoznato,0
2013,Број,Пале,Оба пола,Nepoznato,11
2013,Број,Пале,M,Nepoznato,8
2013,Број,Пале,Ж,Nepoznato,3
2013,Број,Пелагићево,Оба пола,Nepoznato,5
2013,Број,Пелагићево,M,Nepoznato,1
2013,Број,Пелагићево,Ж,Nepoznato,4
2013,Број,Петровац,Оба пола,Nepoznato,0
2013,Број,Петровац,M,Nepoznato,0
2013,Број,Петровац,Ж,Nepoznato,0
2013,Број,Петрово,Оба пола,Nepoznato,5
2013,Број,Петрово,M,Nepoznato,2
2013,Број,Петрово,Ж,Nepoznato,3
2013,Број,Град Приједор,Оба пола,Nepoznato,394
2013,Број,Град Приједор,M,Nepoznato,269
2013,Број,Град Приједор,Ж,Nepoznato,125
2013,Број,Прњавор,Оба пола,Nepoznato,50
2013,Број,Прњавор,M,Nepoznato,20
2013,Број,Прњавор,Ж,Nepoznato,30
2013,Број,Рибник,Оба пола,Nepoznato,3
2013,Број,Рибник,M,Nepoznato,3
2013,Број,Рибник,Ж,Nepoznato,0
2013,Број,Рогатица,Оба пола,Nepoznato,5
2013,Број,Рогатица,M,Nepoznato,2
2013,Број,Рогатица,Ж,Nepoznato,3
2013,Број,Рудо,Оба пола,Nepoznato,5
2013,Број,Рудо,M,Nepoznato,2
2013,Број,Рудо,Ж,Nepoznato,3
2013,Број,Соколац,Оба пола,Nepoznato,21
2013,Број,Соколац,M,Nepoznato,7
2013,Број,Соколац,Ж,Nepoznato,14
2013,Број,Србац,Оба пола,Nepoznato,41
2013,Број,Србац,M,Nepoznato,21
2013,Број,Србац,Ж,Nepoznato,20
2013,Број,Сребреница,Оба пола,Nepoznato,29
2013,Број,Сребреница,M,Nepoznato,14
2013,Број,Сребреница,Ж,Nepoznato,15
2013,Број,Теслић,Оба пола,Nepoznato,58
2013,Број,Теслић,M,Nepoznato,27
2013,Број,Теслић,Ж,Nepoznato,31
2013,Број,Град Требиње,Оба пола,Nepoznato,21
2013,Број,Град Требиње,M,Nepoznato,13
2013,Број,Град Требиње,Ж,Nepoznato,8
2013,Број,Трново,Оба пола,Nepoznato,1
2013,Број,Трново,M,Nepoznato,0
2013,Број,Трново,Ж,Nepoznato,1
2013,Број,Угљевик,Оба пола,Nepoznato,16
2013,Број,Угљевик,M,Nepoznato,13
2013,Број,Угљевик,Ж,Nepoznato,3
2013,Број,Фоча,Оба пола,Nepoznato,17
2013,Број,Фоча,M,Nepoznato,9
2013,Број,Фоча,Ж,Nepoznato,8
2013,Број,Хан Пијесак,Оба пола,Nepoznato,0
2013,Број,Хан Пијесак,M,Nepoznato,0
2013,Број,Хан Пијесак,Ж,Nepoznato,0
2013,Број,Чајниче,Оба пола,Nepoznato,5
2013,Број,Чајниче,M,Nepoznato,2
2013,Број,Чајниче,Ж,Nepoznato,3
2013,Број,Челинац,Оба пола,Nepoznato,15
2013,Број,Челинац,M,Nepoznato,7
2013,Број,Челинац,Ж,Nepoznato,8
2013,Број,Шамац,Оба пола,Nepoznato,21
2013,Број,Шамац,M,Nepoznato,12
2013,Број,Шамац,Ж,Nepoznato,9
2013,Број,Шековићи,Оба пола,Nepoznato,9
2013,Број,Шековићи,M,Nepoznato,3
2013,Број,Шековићи,Ж,Nepoznato,6
2013,Број,Шипово,Оба пола,Nepoznato,8
2013,Број,Шипово,M,Nepoznato,6
2013,Број,Шипово,Ж,Nepoznato,2
