Year,UNIT_MEASURE,Value
2018,Број,43.58
2019,Број,43.82
2020,Број,44.06
2025,Број,45.23
2030,Број,46.32
2035,Број,47.31
2040,Број,48.15
2045,Број,48.84
2050,Број,49.43
2055,Број,49.96
2060,Број,50.44
2065,Број,50.86
2070,Број,51.19
