Year,UNIT_MEASURE,SEX,Value
2015,_%,T,24.1
2015,_%,M,26.0
2015,_%,F,22.1
2016,_%,T,25.5
2016,_%,M,25.7
2016,_%,F,25.4
2017,_%,T,21.1
2017,_%,M,22.3
2017,_%,F,19.8
2018,_%,T,18.7
2018,_%,M,18.3
2018,_%,F,19.2
2019,_%,T,16.7
2019,_%,M,16.4
2019,_%,F,17.1
2020,_%,T,15.6
2020,_%,M,15.3
2020,_%,F,15.9
2021,_%,T,17.3
2021,_%,M,18.2
2021,_%,F,16.3
2022,_%,T,16.3
2022,_%,M,16.6
2022,_%,F,15.9
2023,_%,T,15.9
2023,_%,M,17.7
2023,_%,F,13.9
