Year,UNIT_MEASURE,Value
2005,NUMBER,142
2006,NUMBER,139
2007,NUMBER,184
2008,NUMBER,195
2009,NUMBER,192
2010,NUMBER,273
2011,NUMBER,176
2016,NUMBER,192
