Year,UNIT_MEASURE,Value
2005,NUMBER,19.1
2006,NUMBER,18.8
2007,NUMBER,24.9
2008,NUMBER,26.4
2009,NUMBER,26.1
2010,NUMBER,37.1
2011,NUMBER,24.0
2012,NUMBER,24.8
2013,NUMBER,16.8
2014,NUMBER,18.6
2015,NUMBER,22.9
2016,NUMBER,32.4
2017,NUMBER,22.7
2018,NUMBER,23.3
2019,NUMBER,23.9
2020,NUMBER,17.7
2021,NUMBER,17.3
2022,NUMBER,18.0
