Year,UNIT_MEASURE,Value
2005,NUMBER,3
2007,NUMBER,3
2008,NUMBER,4
2009,NUMBER,5
2010,NUMBER,4
2011,NUMBER,2
2012,NUMBER,4
2013,NUMBER,3
2014,NUMBER,1
2015,NUMBER,0
2016,NUMBER,3
2017,NUMBER,1
2018,NUMBER,8
2019,NUMBER,3
2020,NUMBER,0
2021,NUMBER,1
2022,NUMBER,1
