Year,UNIT_MEASURE,Value
2007,NUMBER,9
2008,NUMBER,11
2009,NUMBER,14
2010,NUMBER,15
2011,NUMBER,16
2012,NUMBER,17
2013,NUMBER,18
2014,NUMBER,18
2015,NUMBER,20
2016,NUMBER,27
2017,NUMBER,28
2018,NUMBER,28
2019,NUMBER,27
2020,NUMBER,29
2021,NUMBER,30
2022,NUMBER,28
