Year,UNIT_MEASURE,Value
2001,%,1.5
2002,%,6.6
2003,%,5.9
2004,%,6.6
2005,%,6.7
2006,%,6.3
2007,%,6.9
2008,%,6.1
2009,%,-3.2
2010,%,1.1
2011,%,1.0
2012,%,-0.8
2013,%,1.7
2014,%,0.3
2015,%,2.8
2016,%,3.5
2017,%,3.1
2018,%,3.9
2019,%,2.5
2020,%,-2.5
2021,%,6.9
