Year,UNIT_MEASURE,Value
2005,NUMBER,3
2008,NUMBER,0
2009,NUMBER,0
2010,NUMBER,3
2011,NUMBER,2
2012,NUMBER,1
2013,NUMBER,3
2014,NUMBER,2
2015,NUMBER,2
2016,NUMBER,3
2017,NUMBER,2
2018,NUMBER,5
2019,NUMBER,6
2020,NUMBER,3
2021,NUMBER,4
