Year,UNIT_MEASURE,Value
1999,NUMBER,5470
2000,NUMBER,4697
2001,NUMBER,4565
2002,NUMBER,3985
2003,NUMBER,3881
2004,NUMBER,3652
2005,NUMBER,3804
2006,NUMBER,4017
2007,NUMBER,4509
2008,NUMBER,4455
2009,NUMBER,4386
2010,NUMBER,4370
2011,NUMBER,4403
2012,NUMBER,4558
2013,NUMBER,4565
2014,NUMBER,4628
2015,NUMBER,4643
2016,NUMBER,4628
2017,NUMBER,4557
2018,NUMBER,4820
2019,NUMBER,4692
2020,NUMBER,5072
2021,NUMBER,5150
2022,NUMBER,5274
