Year,UNIT_MEASURE,Value
2003,promil,-2.1
2004,promil,-2.1
2005,promil,-2.9
2006,promil,-2.3
2007,promil,-3.4
2008,promil,-2.8
2009,promil,-2.7
2010,promil,-2.9
2011,promil,-3.5
2012,promil,-3.3
2013,promil,-3.8
2014,promil,-4.3
2015,promil,-4.9
2016,promil,-3.9
2017,promil,-4.6
2018,promil,-4.6
2019,promil,-5.1
2020,promil,-6.5
2021,promil,-8.6
2022,promil,-6.4
