Year,UNIT_MEASURE,SEX,Value
2013,Age,_T,41.63
2014,Age,_T,41.91
2015,Age,_T,42.18
2016,Age,_T,42.44
2017,Age,_T,42.7
2018,Age,_T,42.94
2019,Age,_T,43.17
2020,Age,_T,43.37
2021,Age,_T,43.54
2022,Age,_T,43.68
