Year,UNIT_MEASURE,Sex,Value
2016,Number,Total,794
2016,Number,M,15
2016,Number,F,779
2017,Number,Total,843
2017,Number,M,16
2017,Number,F,827
2018,Number,Total,1010
2018,Number,M,17
2018,Number,F,993
2019,Number,Total,1144
2019,Number,M,18
2019,Number,F,1126
2020,Number,Total,1212
2020,Number,M,15
2020,Number,F,1197
2021,Number,Total,1338
2021,Number,M,24
2021,Number,F,1314
2022,Number,Total,1482
2022,Number,M,23
2022,Number,F,1459
