Year,UNIT_MEASURE,Град/општина,Пол,Врста потешкоће,Value
2013,Број,Лакташи,Укупно,Одијевање и одржавање личне хигијене,324
2013,Број,Лакташи,M,Одијевање и одржавање личне хигијене,162
2013,Број,Лакташи,Ж,Одијевање и одржавање личне хигијене,162
2013,Број,Лопаре,Укупно,Одијевање и одржавање личне хигијене,190
2013,Број,Лопаре,M,Одијевање и одржавање личне хигијене,85
2013,Број,Лопаре,Ж,Одијевање и одржавање личне хигијене,105
2013,Број,Љубиње,Укупно,Одијевање и одржавање личне хигијене,44
2013,Број,Љубиње,M,Одијевање и одржавање личне хигијене,18
2013,Број,Љубиње,Ж,Одијевање и одржавање личне хигијене,26
2013,Број,Милићи,Укупно,Одијевање и одржавање личне хигијене,107
2013,Број,Милићи,M,Одијевање и одржавање личне хигијене,42
2013,Број,Милићи,Ж,Одијевање и одржавање личне хигијене,65
2013,Број,Модрича,Укупно,Одијевање и одржавање личне хигијене,383
2013,Број,Модрича,M,Одијевање и одржавање личне хигијене,152
2013,Број,Модрича,Ж,Одијевање и одржавање личне хигијене,231
2013,Број,Мркоњић Град,Укупно,Одијевање и одржавање личне хигијене,203
2013,Број,Мркоњић Град,M,Одијевање и одржавање личне хигијене,83
2013,Број,Мркоњић Град,Ж,Одијевање и одржавање личне хигијене,120
2013,Број,Невесиње,Укупно,Одијевање и одржавање личне хигијене,104
2013,Број,Невесиње,M,Одијевање и одржавање личне хигијене,38
2013,Број,Невесиње,Ж,Одијевање и одржавање личне хигијене,66
2013,Број,Нови Град,Укупно,Одијевање и одржавање личне хигијене,373
2013,Број,Нови Град,M,Одијевање и одржавање личне хигијене,156
2013,Број,Нови Град,Ж,Одијевање и одржавање личне хигијене,217
2013,Број,Ново Горажде,Укупно,Одијевање и одржавање личне хигијене,20
2013,Број,Ново Горажде,M,Одијевање и одржавање личне хигијене,7
2013,Број,Ново Горажде,Ж,Одијевање и одржавање личне хигијене,13
2013,Број,Осмаци,Укупно,Одијевање и одржавање личне хигијене,43
2013,Број,Осмаци,M,Одијевање и одржавање личне хигијене,16
2013,Број,Осмаци,Ж,Одијевање и одржавање личне хигијене,27
2013,Број,Оштра Лука,Укупно,Одијевање и одржавање личне хигијене,39
2013,Број,Оштра Лука,M,Одијевање и одржавање личне хигијене,17
2013,Број,Оштра Лука,Ж,Одијевање и одржавање личне хигијене,22
2013,Број,Пале,Укупно,Одијевање и одржавање личне хигијене,174
2013,Број,Пале,M,Одијевање и одржавање личне хигијене,80
2013,Број,Пале,Ж,Одијевање и одржавање личне хигијене,94
2013,Број,Пелагићево,Укупно,Одијевање и одржавање личне хигијене,71
2013,Број,Пелагићево,M,Одијевање и одржавање личне хигијене,33
2013,Број,Пелагићево,Ж,Одијевање и одржавање личне хигијене,38
2013,Број,Петровац,Укупно,Одијевање и одржавање личне хигијене,4
2013,Број,Петровац,M,Одијевање и одржавање личне хигијене,1
2013,Број,Петровац,Ж,Одијевање и одржавање личне хигијене,3
2013,Број,Петрово,Укупно,Одијевање и одржавање личне хигијене,106
2013,Број,Петрово,M,Одијевање и одржавање личне хигијене,40
2013,Број,Петрово,Ж,Одијевање и одржавање личне хигијене,66
2013,Број,Град Приједор,Укупно,Одијевање и одржавање личне хигијене,1081
2013,Број,Град Приједор,M,Одијевање и одржавање личне хигијене,517
2013,Број,Град Приједор,Ж,Одијевање и одржавање личне хигијене,564
2013,Број,Прњавор,Укупно,Одијевање и одржавање личне хигијене,418
2013,Број,Прњавор,M,Одијевање и одржавање личне хигијене,182
2013,Број,Прњавор,Ж,Одијевање и одржавање личне хигијене,236
2013,Број,Рибник,Укупно,Одијевање и одржавање личне хигијене,111
2013,Број,Рибник,M,Одијевање и одржавање личне хигијене,50
2013,Број,Рибник,Ж,Одијевање и одржавање личне хигијене,61
2013,Број,Рогатица,Укупно,Одијевање и одржавање личне хигијене,153
2013,Број,Рогатица,M,Одијевање и одржавање личне хигијене,59
2013,Број,Рогатица,Ж,Одијевање и одржавање личне хигијене,94
2013,Број,Рудо,Укупно,Одијевање и одржавање личне хигијене,85
2013,Број,Рудо,M,Одијевање и одржавање личне хигијене,40
2013,Број,Рудо,Ж,Одијевање и одржавање личне хигијене,45
2013,Број,Соколац,Укупно,Одијевање и одржавање личне хигијене,143
2013,Број,Соколац,M,Одијевање и одржавање личне хигијене,55
2013,Број,Соколац,Ж,Одијевање и одржавање личне хигијене,88
2013,Број,Србац,Укупно,Одијевање и одржавање личне хигијене,174
2013,Број,Србац,M,Одијевање и одржавање личне хигијене,78
2013,Број,Србац,Ж,Одијевање и одржавање личне хигијене,96
2013,Број,Сребреница,Укупно,Одијевање и одржавање личне хигијене,99
2013,Број,Сребреница,M,Одијевање и одржавање личне хигијене,34
2013,Број,Сребреница,Ж,Одијевање и одржавање личне хигијене,65
2013,Број,Теслић,Укупно,Одијевање и одржавање личне хигијене,499
2013,Број,Теслић,M,Одијевање и одржавање личне хигијене,209
2013,Број,Теслић,Ж,Одијевање и одржавање личне хигијене,290
2013,Број,Град Требиње,Укупно,Одијевање и одржавање личне хигијене,283
2013,Број,Град Требиње,M,Одијевање и одржавање личне хигијене,104
2013,Број,Град Требиње,Ж,Одијевање и одржавање личне хигијене,179
2013,Број,Трново,Укупно,Одијевање и одржавање личне хигијене,31
2013,Број,Трново,M,Одијевање и одржавање личне хигијене,12
2013,Број,Трново,Ж,Одијевање и одржавање личне хигијене,19
2013,Број,Угљевик,Укупно,Одијевање и одржавање личне хигијене,151
2013,Број,Угљевик,M,Одијевање и одржавање личне хигијене,63
2013,Број,Угљевик,Ж,Одијевање и одржавање личне хигијене,88
2013,Број,Фоча,Укупно,Одијевање и одржавање личне хигијене,230
2013,Број,Фоча,M,Одијевање и одржавање личне хигијене,97
2013,Број,Фоча,Ж,Одијевање и одржавање личне хигијене,133
2013,Број,Хан Пијесак,Укупно,Одијевање и одржавање личне хигијене,48
2013,Број,Хан Пијесак,M,Одијевање и одржавање личне хигијене,15
2013,Број,Хан Пијесак,Ж,Одијевање и одржавање личне хигијене,33
2013,Број,Чајниче,Укупно,Одијевање и одржавање личне хигијене,50
2013,Број,Чајниче,M,Одијевање и одржавање личне хигијене,23
2013,Број,Чајниче,Ж,Одијевање и одржавање личне хигијене,27
2013,Број,Челинац,Укупно,Одијевање и одржавање личне хигијене,210
2013,Број,Челинац,M,Одијевање и одржавање личне хигијене,96
2013,Број,Челинац,Ж,Одијевање и одржавање личне хигијене,114
2013,Број,Шамац,Укупно,Одијевање и одржавање личне хигијене,159
2013,Број,Шамац,M,Одијевање и одржавање личне хигијене,67
2013,Број,Шамац,Ж,Одијевање и одржавање личне хигијене,92
2013,Број,Шековићи,Укупно,Одијевање и одржавање личне хигијене,60
2013,Број,Шековићи,M,Одијевање и одржавање личне хигијене,29
2013,Број,Шековићи,Ж,Одијевање и одржавање личне хигијене,31
2013,Број,Шипово,Укупно,Одијевање и одржавање личне хигијене,127
2013,Број,Шипово,M,Одијевање и одржавање личне хигијене,46
2013,Број,Шипово,Ж,Одијевање и одржавање личне хигијене,81
2013,Број,Република Српска,Укупно,Комуникација,10723
2013,Број,Република Српска,M,Комуникација,5103
2013,Број,Република Српска,Ж,Комуникација,5620
2013,Број,Град Бања Лука,Укупно,Комуникација,1307
2013,Број,Град Бања Лука,M,Комуникација,670
2013,Број,Град Бања Лука,Ж,Комуникација,637
2013,Број,Берковићи,Укупно,Комуникација,26
2013,Број,Берковићи,M,Комуникација,11
2013,Број,Берковићи,Ж,Комуникација,15
2013,Број,Град Бијељина,Укупно,Комуникација,793
2013,Број,Град Бијељина,M,Комуникација,398
2013,Број,Град Бијељина,Ж,Комуникација,395
2013,Број,Билећа,Укупно,Комуникација,89
2013,Број,Билећа,M,Комуникација,44
2013,Број,Билећа,Ж,Комуникација,45
2013,Број,Братунац,Укупно,Комуникација,135
2013,Број,Братунац,M,Комуникација,56
2013,Број,Братунац,Ж,Комуникација,79
2013,Број,Брод,Укупно,Комуникација,121
2013,Број,Брод,M,Комуникација,60
2013,Број,Брод,Ж,Комуникација,61
2013,Број,Вишеград,Укупно,Комуникација,202
2013,Број,Вишеград,M,Комуникација,55
2013,Број,Вишеград,Ж,Комуникација,147
2013,Број,Власеница,Укупно,Комуникација,96
2013,Број,Власеница,M,Комуникација,50
2013,Број,Власеница,Ж,Комуникација,46
2013,Број,Вукосавље,Укупно,Комуникација,50
2013,Број,Вукосавље,M,Комуникација,26
2013,Број,Вукосавље,Ж,Комуникација,24
2013,Број,Гацко,Укупно,Комуникација,70
2013,Број,Гацко,M,Комуникација,30
2013,Број,Гацко,Ж,Комуникација,40
2013,Број,Град Градишка,Укупно,Комуникација,504
2013,Број,Град Градишка,M,Комуникација,220
2013,Број,Град Градишка,Ж,Комуникација,284
2013,Број,Град Дервента,Укупно,Комуникација,255
2013,Број,Град Дервента,M,Комуникација,118
2013,Број,Град Дервента,Ж,Комуникација,137
2013,Број,Град Добој,Укупно,Комуникација,786
2013,Број,Град Добој,M,Комуникација,353
2013,Број,Град Добој,Ж,Комуникација,433
2013,Број,Доњи Жабар,Укупно,Комуникација,23
2013,Број,Доњи Жабар,M,Комуникација,13
2013,Број,Доњи Жабар,Ж,Комуникација,10
2013,Број,Град Зворник,Укупно,Комуникација,402
2013,Број,Град Зворник,M,Комуникација,184
2013,Број,Град Зворник,Ж,Комуникација,218
2013,Број,Источна Илиџа,Укупно,Комуникација,113
2013,Број,Источна Илиџа,M,Комуникација,54
2013,Број,Источна Илиџа,Ж,Комуникација,59
2013,Број,Источни Дрвар,Укупно,Комуникација,0
2013,Број,Источни Дрвар,M,Комуникација,0
2013,Број,Источни Дрвар,Ж,Комуникација,0
2013,Број,Источни Мостар,Укупно,Комуникација,2
2013,Број,Источни Мостар,M,Комуникација,1
2013,Број,Источни Мостар,Ж,Комуникација,1
2013,Број,Источни Стари Град,Укупно,Комуникација,14
2013,Број,Источни Стари Град,M,Комуникација,9
2013,Број,Источни Стари Град,Ж,Комуникација,5
2013,Број,Источно Ново Сарајево,Укупно,Комуникација,65
2013,Број,Источно Ново Сарајево,M,Комуникација,33
2013,Број,Источно Ново Сарајево,Ж,Комуникација,32
2013,Број,Језеро,Укупно,Комуникација,14
2013,Број,Језеро,M,Комуникација,6
2013,Број,Језеро,Ж,Комуникација,8
2013,Број,Калиновик,Укупно,Комуникација,17
2013,Број,Калиновик,M,Комуникација,8
2013,Број,Калиновик,Ж,Комуникација,9
2013,Број,Кнежево,Укупно,Комуникација,140
2013,Број,Кнежево,M,Комуникација,59
2013,Број,Кнежево,Ж,Комуникација,81
2013,Број,Козарска Дубица,Укупно,Комуникација,187
2013,Број,Козарска Дубица,M,Комуникација,94
2013,Број,Козарска Дубица,Ж,Комуникација,93
2013,Број,Костајница,Укупно,Комуникација,53
2013,Број,Костајница,M,Комуникација,21
2013,Број,Костајница,Ж,Комуникација,32
2013,Број,Котор Варош,Укупно,Комуникација,176
2013,Број,Котор Варош,M,Комуникација,84
2013,Број,Котор Варош,Ж,Комуникација,92
2013,Број,Крупа на Уни,Укупно,Комуникација,20
2013,Број,Крупа на Уни,M,Комуникација,8
2013,Број,Крупа на Уни,Ж,Комуникација,12
2013,Број,Купрес,Укупно,Комуникација,6
2013,Број,Купрес,M,Комуникација,4
2013,Број,Купрес,Ж,Комуникација,2
2013,Број,Лакташи,Укупно,Комуникација,283
2013,Број,Лакташи,M,Комуникација,148
2013,Број,Лакташи,Ж,Комуникација,135
2013,Број,Лопаре,Укупно,Комуникација,168
2013,Број,Лопаре,M,Комуникација,86
2013,Број,Лопаре,Ж,Комуникација,82
2013,Број,Љубиње,Укупно,Комуникација,31
2013,Број,Љубиње,M,Комуникација,14
2013,Број,Љубиње,Ж,Комуникација,17
2013,Број,Милићи,Укупно,Комуникација,77
2013,Број,Милићи,M,Комуникација,27
2013,Број,Милићи,Ж,Комуникација,50
2013,Број,Модрича,Укупно,Комуникација,309
2013,Број,Модрича,M,Комуникација,139
2013,Број,Модрича,Ж,Комуникација,170
2013,Број,Мркоњић Град,Укупно,Комуникација,176
2013,Број,Мркоњић Град,M,Комуникација,73
2013,Број,Мркоњић Град,Ж,Комуникација,103
2013,Број,Невесиње,Укупно,Комуникација,107
2013,Број,Невесиње,M,Комуникација,43
2013,Број,Невесиње,Ж,Комуникација,64
2013,Број,Нови Град,Укупно,Комуникација,277
2013,Број,Нови Град,M,Комуникација,121
2013,Број,Нови Град,Ж,Комуникација,156
2013,Број,Ново Горажде,Укупно,Комуникација,18
2013,Број,Ново Горажде,M,Комуникација,5
2013,Број,Ново Горажде,Ж,Комуникација,13
2013,Број,Осмаци,Укупно,Комуникација,40
2013,Број,Осмаци,M,Комуникација,19
2013,Број,Осмаци,Ж,Комуникација,21
2013,Број,Оштра Лука,Укупно,Комуникација,26
2013,Број,Оштра Лука,M,Комуникација,10
2013,Број,Оштра Лука,Ж,Комуникација,16
2013,Број,Пале,Укупно,Комуникација,130
2013,Број,Пале,M,Комуникација,59
2013,Број,Пале,Ж,Комуникација,71
2013,Број,Пелагићево,Укупно,Комуникација,68
2013,Број,Пелагићево,M,Комуникација,33
2013,Број,Пелагићево,Ж,Комуникација,35
2013,Број,Петровац,Укупно,Комуникација,1
2013,Број,Петровац,M,Комуникација,0
2013,Број,Петровац,Ж,Комуникација,1
2013,Број,Петрово,Укупно,Комуникација,64
2013,Број,Петрово,M,Комуникација,36
2013,Број,Петрово,Ж,Комуникација,28
2013,Број,Град Приједор,Укупно,Комуникација,927
2013,Број,Град Приједор,M,Комуникација,517
2013,Број,Град Приједор,Ж,Комуникација,410
2013,Број,Прњавор,Укупно,Комуникација,320
2013,Број,Прњавор,M,Комуникација,162
2013,Број,Прњавор,Ж,Комуникација,158
2013,Број,Рибник,Укупно,Комуникација,91
2013,Број,Рибник,M,Комуникација,45
2013,Број,Рибник,Ж,Комуникација,46
2013,Број,Рогатица,Укупно,Комуникација,90
2013,Број,Рогатица,M,Комуникација,45
2013,Број,Рогатица,Ж,Комуникација,45
2013,Број,Рудо,Укупно,Комуникација,68
2013,Број,Рудо,M,Комуникација,29
2013,Број,Рудо,Ж,Комуникација,39
2013,Број,Соколац,Укупно,Комуникација,112
2013,Број,Соколац,M,Комуникација,43
2013,Број,Соколац,Ж,Комуникација,69
2013,Број,Србац,Укупно,Комуникација,171
2013,Број,Србац,M,Комуникација,81
2013,Број,Србац,Ж,Комуникација,90
2013,Број,Сребреница,Укупно,Комуникација,80
2013,Број,Сребреница,M,Комуникација,33
2013,Број,Сребреница,Ж,Комуникација,47
2013,Број,Теслић,Укупно,Комуникација,387
2013,Број,Теслић,M,Комуникација,189
2013,Број,Теслић,Ж,Комуникација,198
2013,Број,Град Требиње,Укупно,Комуникација,205
2013,Број,Град Требиње,M,Комуникација,94
2013,Број,Град Требиње,Ж,Комуникација,111
2013,Број,Трново,Укупно,Комуникација,22
2013,Број,Трново,M,Комуникација,12
2013,Број,Трново,Ж,Комуникација,10
2013,Број,Угљевик,Укупно,Комуникација,93
2013,Број,Угљевик,M,Комуникација,41
2013,Број,Угљевик,Ж,Комуникација,52
2013,Број,Фоча,Укупно,Комуникација,170
2013,Број,Фоча,M,Комуникација,81
2013,Број,Фоча,Ж,Комуникација,89
2013,Број,Хан Пијесак,Укупно,Комуникација,36
2013,Број,Хан Пијесак,M,Комуникација,14
2013,Број,Хан Пијесак,Ж,Комуникација,22
2013,Број,Чајниче,Укупно,Комуникација,41
2013,Број,Чајниче,M,Комуникација,17
2013,Број,Чајниче,Ж,Комуникација,24
2013,Број,Челинац,Укупно,Комуникација,163
2013,Број,Челинац,M,Комуникација,72
2013,Број,Челинац,Ж,Комуникација,91
2013,Број,Шамац,Укупно,Комуникација,146
2013,Број,Шамац,M,Комуникација,71
2013,Број,Шамац,Ж,Комуникација,75
2013,Број,Шековићи,Укупно,Комуникација,68
2013,Број,Шековићи,M,Комуникација,33
2013,Број,Шековићи,Ж,Комуникација,35
2013,Број,Шипово,Укупно,Комуникација,92
2013,Број,Шипово,M,Комуникација,42
2013,Број,Шипово,Ж,Комуникација,50
2013,Број,Република Српска,Укупно,Са више потешкоћа,38298
2013,Број,Република Српска,M,Са више потешкоћа,16292
2013,Број,Република Српска,Ж,Са више потешкоћа,22006
2013,Број,Град Бања Лука,Укупно,Са више потешкоћа,4944
2013,Број,Град Бања Лука,M,Са више потешкоћа,2158
2013,Број,Град Бања Лука,Ж,Са више потешкоћа,2786
2013,Број,Берковићи,Укупно,Са више потешкоћа,73
2013,Број,Берковићи,M,Са више потешкоћа,32
2013,Број,Берковићи,Ж,Са више потешкоћа,41
2013,Број,Град Бијељина,Укупно,Са више потешкоћа,3094
2013,Број,Град Бијељина,M,Са више потешкоћа,1359
2013,Број,Град Бијељина,Ж,Са више потешкоћа,1735
2013,Број,Билећа,Укупно,Са више потешкоћа,350
2013,Број,Билећа,M,Са више потешкоћа,151
2013,Број,Билећа,Ж,Са више потешкоћа,199
2013,Број,Братунац,Укупно,Са више потешкоћа,566
2013,Број,Братунац,M,Са више потешкоћа,243
2013,Број,Братунац,Ж,Са више потешкоћа,323
2013,Број,Брод,Укупно,Са више потешкоћа,485
2013,Број,Брод,M,Са више потешкоћа,194
2013,Број,Брод,Ж,Са више потешкоћа,291
2013,Број,Вишеград,Укупно,Са више потешкоћа,477
2013,Број,Вишеград,M,Са више потешкоћа,145
2013,Број,Вишеград,Ж,Са више потешкоћа,332
2013,Број,Власеница,Укупно,Са више потешкоћа,305
2013,Број,Власеница,M,Са више потешкоћа,130
2013,Број,Власеница,Ж,Са више потешкоћа,175
2013,Број,Вукосавље,Укупно,Са више потешкоћа,158
2013,Број,Вукосавље,M,Са више потешкоћа,77
2013,Број,Вукосавље,Ж,Са више потешкоћа,81
2013,Број,Гацко,Укупно,Са више потешкоћа,219
2013,Број,Гацко,M,Са више потешкоћа,84
2013,Број,Гацко,Ж,Са више потешкоћа,135
2013,Број,Град Градишка,Укупно,Са више потешкоћа,1641
2013,Број,Град Градишка,M,Са више потешкоћа,637
2013,Број,Град Градишка,Ж,Са више потешкоћа,1004
2013,Број,Град Дервента,Укупно,Са више потешкоћа,938
2013,Број,Град Дервента,M,Са више потешкоћа,385
2013,Број,Град Дервента,Ж,Са више потешкоћа,553
2013,Број,Град Добој,Укупно,Са више потешкоћа,3008
2013,Број,Град Добој,M,Са више потешкоћа,1227
2013,Број,Град Добој,Ж,Са више потешкоћа,1781
2013,Број,Доњи Жабар,Укупно,Са више потешкоћа,89
2013,Број,Доњи Жабар,M,Са више потешкоћа,42
2013,Број,Доњи Жабар,Ж,Са више потешкоћа,47
2013,Број,Град Зворник,Укупно,Са више потешкоћа,1546
2013,Број,Град Зворник,M,Са више потешкоћа,670
2013,Број,Град Зворник,Ж,Са више потешкоћа,876
2013,Број,Источна Илиџа,Укупно,Са више потешкоћа,394
2013,Број,Источна Илиџа,M,Са више потешкоћа,171
2013,Број,Источна Илиџа,Ж,Са више потешкоћа,223
2013,Број,Источни Дрвар,Укупно,Са више потешкоћа,4
2013,Број,Источни Дрвар,M,Са више потешкоћа,1
2013,Број,Источни Дрвар,Ж,Са више потешкоћа,3
2013,Број,Источни Мостар,Укупно,Са више потешкоћа,7
2013,Број,Источни Мостар,M,Са више потешкоћа,2
2013,Број,Источни Мостар,Ж,Са више потешкоћа,5
2013,Број,Источни Стари Град,Укупно,Са више потешкоћа,32
2013,Број,Источни Стари Град,M,Са више потешкоћа,16
2013,Број,Источни Стари Град,Ж,Са више потешкоћа,16
2013,Број,Источно Ново Сарајево,Укупно,Са више потешкоћа,206
2013,Број,Источно Ново Сарајево,M,Са више потешкоћа,87
2013,Број,Источно Ново Сарајево,Ж,Са више потешкоћа,119
2013,Број,Језеро,Укупно,Са више потешкоћа,40
2013,Број,Језеро,M,Са више потешкоћа,17
2013,Број,Језеро,Ж,Са више потешкоћа,23
2013,Број,Калиновик,Укупно,Са више потешкоћа,80
2013,Број,Калиновик,M,Са више потешкоћа,30
2013,Број,Калиновик,Ж,Са више потешкоћа,50
2013,Број,Кнежево,Укупно,Са више потешкоћа,399
2013,Број,Кнежево,M,Са више потешкоћа,178
2013,Број,Кнежево,Ж,Са више потешкоћа,221
2013,Број,Козарска Дубица,Укупно,Са више потешкоћа,741
2013,Број,Козарска Дубица,M,Са више потешкоћа,302
2013,Број,Козарска Дубица,Ж,Са више потешкоћа,439
2013,Број,Костајница,Укупно,Са више потешкоћа,209
2013,Број,Костајница,M,Са више потешкоћа,93
2013,Број,Костајница,Ж,Са више потешкоћа,116
2013,Број,Котор Варош,Укупно,Са више потешкоћа,702
2013,Број,Котор Варош,M,Са више потешкоћа,310
2013,Број,Котор Варош,Ж,Са више потешкоћа,392
2013,Број,Крупа на Уни,Укупно,Са више потешкоћа,88
2013,Број,Крупа на Уни,M,Са више потешкоћа,40
2013,Број,Крупа на Уни,Ж,Са више потешкоћа,48
2013,Број,Купрес,Укупно,Са више потешкоћа,21
2013,Број,Купрес,M,Са више потешкоћа,13
2013,Број,Купрес,Ж,Са више потешкоћа,8
2013,Број,Лакташи,Укупно,Са више потешкоћа,887
2013,Број,Лакташи,M,Са више потешкоћа,413
2013,Број,Лакташи,Ж,Са више потешкоћа,474
2013,Број,Лопаре,Укупно,Са више потешкоћа,583
2013,Број,Лопаре,M,Са више потешкоћа,254
2013,Број,Лопаре,Ж,Са више потешкоћа,329
2013,Број,Љубиње,Укупно,Са више потешкоћа,81
2013,Број,Љубиње,M,Са више потешкоћа,34
2013,Број,Љубиње,Ж,Са више потешкоћа,47
2013,Број,Милићи,Укупно,Са више потешкоћа,314
2013,Број,Милићи,M,Са више потешкоћа,130
2013,Број,Милићи,Ж,Са више потешкоћа,184
2013,Број,Модрича,Укупно,Са више потешкоћа,927
2013,Број,Модрича,M,Са више потешкоћа,399
2013,Број,Модрича,Ж,Са више потешкоћа,528
2013,Број,Мркоњић Град,Укупно,Са више потешкоћа,475
2013,Број,Мркоњић Град,M,Са више потешкоћа,210
2013,Број,Мркоњић Град,Ж,Са више потешкоћа,265
2013,Број,Невесиње,Укупно,Са више потешкоћа,327
2013,Број,Невесиње,M,Са више потешкоћа,130
2013,Број,Невесиње,Ж,Са више потешкоћа,197
2013,Број,Нови Град,Укупно,Са више потешкоћа,1049
2013,Број,Нови Град,M,Са више потешкоћа,446
2013,Број,Нови Град,Ж,Са више потешкоћа,603
2013,Број,Ново Горажде,Укупно,Са више потешкоћа,75
2013,Број,Ново Горажде,M,Са више потешкоћа,28
2013,Број,Ново Горажде,Ж,Са више потешкоћа,47
2013,Број,Осмаци,Укупно,Са више потешкоћа,189
2013,Број,Осмаци,M,Са више потешкоћа,79
2013,Број,Осмаци,Ж,Са више потешкоћа,110
2013,Број,Оштра Лука,Укупно,Са више потешкоћа,132
2013,Број,Оштра Лука,M,Са више потешкоћа,63
2013,Број,Оштра Лука,Ж,Са више потешкоћа,69
2013,Број,Пале,Укупно,Са више потешкоћа,446
2013,Број,Пале,M,Са више потешкоћа,209
2013,Број,Пале,Ж,Са више потешкоћа,237
2013,Број,Пелагићево,Укупно,Са више потешкоћа,268
2013,Број,Пелагићево,M,Са више потешкоћа,102
2013,Број,Пелагићево,Ж,Са више потешкоћа,166
2013,Број,Петровац,Укупно,Са више потешкоћа,7
2013,Број,Петровац,M,Са више потешкоћа,4
2013,Број,Петровац,Ж,Са више потешкоћа,3
2013,Број,Петрово,Укупно,Са више потешкоћа,378
2013,Број,Петрово,M,Са више потешкоћа,156
2013,Број,Петрово,Ж,Са више потешкоћа,222
2013,Број,Град Приједор,Укупно,Са више потешкоћа,2789
2013,Број,Град Приједор,M,Са више потешкоћа,1276
2013,Број,Град Приједор,Ж,Са више потешкоћа,1513
2013,Број,Прњавор,Укупно,Са више потешкоћа,1199
2013,Број,Прњавор,M,Са више потешкоћа,465
2013,Број,Прњавор,Ж,Са више потешкоћа,734
2013,Број,Рибник,Укупно,Са више потешкоћа,272
2013,Број,Рибник,M,Са више потешкоћа,128
2013,Број,Рибник,Ж,Са више потешкоћа,144
2013,Број,Рогатица,Укупно,Са више потешкоћа,407
2013,Број,Рогатица,M,Са више потешкоћа,164
2013,Број,Рогатица,Ж,Са више потешкоћа,243
2013,Број,Рудо,Укупно,Са више потешкоћа,252
2013,Број,Рудо,M,Са више потешкоћа,104
2013,Број,Рудо,Ж,Са више потешкоћа,148
2013,Број,Соколац,Укупно,Са више потешкоћа,347
2013,Број,Соколац,M,Са више потешкоћа,143
2013,Број,Соколац,Ж,Са више потешкоћа,204
2013,Број,Србац,Укупно,Са више потешкоћа,576
2013,Број,Србац,M,Са више потешкоћа,257
2013,Број,Србац,Ж,Са више потешкоћа,319
2013,Број,Сребреница,Укупно,Са више потешкоћа,381
2013,Број,Сребреница,M,Са више потешкоћа,144
2013,Број,Сребреница,Ж,Са више потешкоћа,237
2013,Број,Теслић,Укупно,Са више потешкоћа,1374
2013,Број,Теслић,M,Са више потешкоћа,585
2013,Број,Теслић,Ж,Са више потешкоћа,789
2013,Број,Град Требиње,Укупно,Са више потешкоћа,689
2013,Број,Град Требиње,M,Са више потешкоћа,280
2013,Број,Град Требиње,Ж,Са више потешкоћа,409
2013,Број,Трново,Укупно,Са више потешкоћа,69
2013,Број,Трново,M,Са више потешкоћа,31
2013,Број,Трново,Ж,Са више потешкоћа,38
2013,Број,Угљевик,Укупно,Са више потешкоћа,402
2013,Број,Угљевик,M,Са више потешкоћа,165
2013,Број,Угљевик,Ж,Са више потешкоћа,237
2013,Број,Фоча,Укупно,Са више потешкоћа,581
2013,Број,Фоча,M,Са више потешкоћа,262
2013,Број,Фоча,Ж,Са више потешкоћа,319
2013,Број,Хан Пијесак,Укупно,Са више потешкоћа,95
2013,Број,Хан Пијесак,M,Са више потешкоћа,30
2013,Број,Хан Пијесак,Ж,Са више потешкоћа,65
2013,Број,Чајниче,Укупно,Са више потешкоћа,176
2013,Број,Чајниче,M,Са више потешкоћа,77
2013,Број,Чајниче,Ж,Са више потешкоћа,99
2013,Број,Челинац,Укупно,Са више потешкоћа,624
2013,Број,Челинац,M,Са више потешкоћа,269
2013,Број,Челинац,Ж,Са више потешкоћа,355
2013,Број,Шамац,Укупно,Са више потешкоћа,567
2013,Број,Шамац,M,Са више потешкоћа,228
2013,Број,Шамац,Ж,Са више потешкоћа,339
2013,Број,Шековићи,Укупно,Са више потешкоћа,222
2013,Број,Шековићи,M,Са више потешкоћа,101
2013,Број,Шековићи,Ж,Са више потешкоћа,121
2013,Број,Шипово,Укупно,Са више потешкоћа,322
2013,Број,Шипово,M,Са више потешкоћа,132
2013,Број,Шипово,Ж,Са више потешкоћа,190
