Year,UNIT_MEASURE,Pol,Value
2013,Starost,Ukupno,41.63
2014,Starost,Ukupno,41.91
2015,Starost,Ukupno,42.18
2016,Starost,Ukupno,42.44
2017,Starost,Ukupno,42.7
2018,Starost,Ukupno,42.94
2019,Starost,Ukupno,43.17
2020,Starost,Ukupno,43.37
2021,Starost,Ukupno,43.54
2022,Starost,Ukupno,43.68
2023,Starost,Ukupno,43.9
