Year,UNIT_MEASURE,Value
2005,Број,3
2008,Број,0
2009,Број,0
2010,Број,3
2011,Број,2
2012,Број,1
2013,Број,3
2014,Број,2
2015,Број,2
2016,Број,3
2017,Број,2
2018,Број,5
2019,Број,6
2020,Број,3
2021,Број,4
2022,Број,4
