Year,Value,UNIT_MEASURE
1999,1754,Number
2000,1716,Number
2001,1731,Number
2002,1786,Number
2003,1802,Number
2004,1838,Number
2005,1857,Number
2006,1917,Number
2007,1988,Number
2008,2048,Number
2009,2101,Number
2010,2185,Number
2011,2286,Number
2012,2355,Number
2013,2443,Number
2014,2471,Number
2015,2491,Number
2016,2530,Number
2017,2520,Number
2018,2588,Number
2019,2610,Number
2020,2687,Number
2021,2694,Number
2022,2836,Number
2023,2868,Number
