Year,Value,UNIT_MEASURE
2003,6769,Number
2004,7143,Number
2005,6810,Number
2006,6860,Number
2007,7093,Number
2008,6401,Number
2009,6131,Number
2010,5767,Number
2011,5802,Number
2012,5326,Number
2013,5467,Number
2014,5823,Number
2015,5895,Number
2016,5563,Number
2017,5954,Number
2018,5966,Number
2019,5822,Number
2020,4168,Number
