Year,Value,UNIT_MEASURE
2005,47.3,Number
2006,44.7,Number
2007,53.7,Number
2008,57.9,Number
2009,54.7,Number
2010,55.9,Number
2011,59.0,Number
2012,34.4,Number
2013,37.2,Number
2014,32.8,Number
2015,33.5,Number
2016,75.8,Number
2017,54.4,Number
2018,47.2,Number
2019,46.6,Number
