Year,Value,UNIT_MEASURE
2005,3,Number
2008,0,Number
2009,0,Number
2010,3,Number
2011,2,Number
2012,1,Number
2013,3,Number
2014,2,Number
2015,2,Number
2016,3,Number
2017,2,Number
2018,5,Number
2019,6,Number
2020,3,Number
2021,4,Number
