Year,Value,UNIT_MEASURE
2018,43.58,Number
2019,43.82,Number
2020,44.06,Number
2025,45.23,Number
2030,46.32,Number
2035,47.31,Number
2040,48.15,Number
2045,48.84,Number
2050,49.43,Number
2055,49.96,Number
2060,50.44,Number
2065,50.86,Number
2070,51.19,Number
