Year,Value,UNIT_MEASURE
2005,142,Number
2006,139,Number
2007,184,Number
2008,195,Number
2009,192,Number
2010,273,Number
2011,176,Number
2012,236,Number
2013,168,Number
2014,182,Number
2015,226,Number
2016,192,Number
2017,170,Number
2018,203,Number
2019,197,Number
2020,144,Number
2021,144,Number
2022,152,Number
