Year,Value,UNIT_MEASURE
2009,194,Number
2010,205,Number
2011,218,Number
2012,227,Number
2013,252,Number
2014,238,Number
2015,264,Number
2016,272,Number
2017,288,Number
2018,277,Number
2019,299,Number
2020,284,Number
2021,281,Number
2022,286,Number
2023,287,Number
