Year,Value,UNIT_MEASURE
2009,2062,Number
2010,2080,Number
2011,2087,Number
2012,2264,Number
2013,2394,Number
2014,2221,Number
2015,2468,Number
2016,2572,Number
2017,2688,Number
2018,2646,Number
2019,2771,Number
2020,2606,Number
2021,2607,Number
2022,2609,Number
