Year,Value,UNIT_MEASURE
2007,93,Number
2008,96,Number
2009,98,Number
2010,102,Number
2011,106,Number
2012,110,Number
2013,114,Number
2014,117,Number
2015,122,Number
2016,156,Number
2017,149,Number
2018,161,Number
2019,162,Number
2020,164,Number
2021,162,Number
2022,165,Number
2023,164,Number
