Year,Value,UNIT_MEASURE
2005,351,Number
2006,331,Number
2007,397,Number
2008,427,Number
2009,403,Number
2010,411,Number
2011,433,Number
2012,457,Number
2013,485,Number
2014,439,Number
2015,458,Number
2016,449,Number
2017,543,Number
2018,540,Number
2019,543,Number
2020,416,Number
