Year,Value,UNIT_MEASURE
1999,457,Number
2000,393,Number
2001,382,Number
2002,334,Number
2003,325,Number
2004,307,Number
2005,263,Number
2006,278,Number
2007,313,Number
2008,310,Number
2009,306,Number
2010,305,Number
2011,308,Number
2012,319,Number
2013,320,Number
2014,326,Number
2015,400,Number
2016,400,Number
2017,397,Number
2018,420,Number
2019,411,Number
2020,446,Number
2021,456,Number
2022,470,Number
2023,462,Number
2024,463,Number
