Year,Value,UNIT_MEASURE
2007,1340,Number
2008,1377,Number
2009,1414,Number
2010,1467,Number
2011,1521,Number
2012,1577,Number
2013,1624,Number
2014,1658,Number
2015,1734,Number
2016,1801,Number
2017,1721,Number
2018,1847,Number
2019,1852,Number
2020,1859,Number
2021,1827,Number
