Year,Value,UNIT_MEASURE
2003,-2.1,‰
2004,-2.1,‰
2005,-2.9,‰
2006,-2.3,‰
2007,-3.4,‰
2008,-2.8,‰
2009,-2.7,‰
2010,-2.9,‰
2011,-3.5,‰
2012,-3.3,‰
2013,-3.8,‰
2014,-4.3,‰
2015,-4.9,‰
2016,-3.9,‰
2017,-4.6,‰
2018,-4.6,‰
2019,-5.1,‰
2020,-6.5,‰
2021,-8.6,‰
2022,-6.4,‰
2023,-3.7,‰
2024,-4.4,‰
