Year,Value,UNIT_MEASURE
1999,5470,Number
2000,4697,Number
2001,4565,Number
2002,3985,Number
2003,3881,Number
2004,3652,Number
2005,3804,Number
2006,4017,Number
2007,4509,Number
2008,4455,Number
2009,4386,Number
2010,4370,Number
2011,4403,Number
2012,4558,Number
2013,4565,Number
2014,4628,Number
2015,4643,Number
2016,4628,Number
2017,4550,Number
2018,4820,Number
