Year,Value,UNIT_MEASURE
1997,0.42,Number
1998,1.59,Number
1999,0.5,Number
2000,0.0,Number
2001,0.42,Number
2002,0.33,Number
2003,0.34,Number
2004,0.08,Number
2005,0.0,Number
2006,0.35,Number
2007,0.07,Number
2008,0.0,Number
2009,0.28,Number
2010,0.28,Number
2011,0.35,Number
2012,0.56,Number
2013,0.56,Number
2014,0.14,Number
2015,0.17,Number
2016,0.6,Number
2017,0.43,Number
2018,0.44,Number
2019,0.4,Number
2020,0.25,Number
2021,1.4,Number
2022,1.8,Number
2023,1.08,Number
