Year,Value,UNIT_MEASURE
2007,9,Number
2008,11,Number
2009,14,Number
2010,15,Number
2011,16,Number
2012,17,Number
2013,18,Number
2014,18,Number
2015,20,Number
2016,27,Number
2017,28,Number
2018,28,Number
2019,27,Number
2020,29,Number
2021,30,Number
2022,28,Number
