Year,Value,UNIT_MEASURE
2005,19.1,Number
2006,18.8,Number
2007,24.9,Number
2008,26.4,Number
2009,26.1,Number
2010,37.1,Number
2011,24.0,Number
2012,24.8,Number
2013,16.8,Number
2014,18.6,Number
2015,22.9,Number
2016,32.4,Number
2017,22.7,Number
2018,23.3,Number
2019,23.9,Number
2020,17.7,Number
