Year,UNIT_MEASURE,Value
1999,Број,457
2000,Број,393
2001,Број,382
2002,Број,334
2003,Број,325
2004,Број,307
2005,Број,263
2006,Број,278
2007,Број,313
2008,Број,310
2009,Број,306
2010,Број,305
2011,Број,308
2012,Број,319
2013,Број,320
2014,Број,326
2015,Број,400
2016,Број,400
2017,Број,397
2018,Број,420
2019,Број,411
2020,Број,446
2021,Број,456
2022,Број,470
2023,Број,462
2024,Број,463
