Year,UNIT_MEASURE,Value
2007,NUMBER,1340
2008,NUMBER,1377
2009,NUMBER,1414
2010,NUMBER,1467
2011,NUMBER,1521
2012,NUMBER,1577
2013,NUMBER,1624
2014,NUMBER,1658
2015,NUMBER,1734
2016,NUMBER,1801
2017,NUMBER,1721
2018,NUMBER,1847
2019,NUMBER,1852
2020,NUMBER,1859
2021,NUMBER,1827
2022,NUMBER,1849
2023,NUMBER,1831
