Year,UNIT_MEASURE,Value
2005,NUMBER,28
2006,NUMBER,32
2007,NUMBER,37
2008,NUMBER,41
2009,NUMBER,44
2010,NUMBER,46
2011,NUMBER,46
2012,NUMBER,48
2013,NUMBER,48
2014,NUMBER,48
2015,NUMBER,59
2016,NUMBER,61
2017,NUMBER,58
2018,NUMBER,58
