Year,UNIT_MEASURE,Value
2019,crude_death_rate_1000,12.8
2020,crude_death_rate_1000,12.8
2025,crude_death_rate_1000,13.2
2030,crude_death_rate_1000,13.7
2035,crude_death_rate_1000,14.4
2040,crude_death_rate_1000,15.2
2045,crude_death_rate_1000,15.7
2050,crude_death_rate_1000,15.9
2055,crude_death_rate_1000,16.0
2060,crude_death_rate_1000,16.1
2065,crude_death_rate_1000,16.3
2070,crude_death_rate_1000,16.6
