Year,UNIT_MEASURE,Value
2005,NUMBER,351
2006,NUMBER,331
2007,NUMBER,397
2008,NUMBER,427
2009,NUMBER,403
2010,NUMBER,411
2011,NUMBER,433
2012,NUMBER,457
2013,NUMBER,485
2014,NUMBER,439
2015,NUMBER,458
2016,NUMBER,449
2017,NUMBER,543
2018,NUMBER,540
2019,NUMBER,543
