Year,UNIT_MEASURE,SEX,Value
2016,NUMBER,_T,2081
2016,NUMBER,M,1149
2016,NUMBER,F,932
2017,NUMBER,_T,2097
2017,NUMBER,M,1088
2017,NUMBER,F,1009
2018,NUMBER,_T,2470
2018,NUMBER,M,1284
2018,NUMBER,F,1186
2019,NUMBER,_T,2704
2019,NUMBER,M,1387
2019,NUMBER,F,1317
2020,NUMBER,_T,2539
2020,NUMBER,M,1300
2020,NUMBER,F,1239
2021,NUMBER,_T,3252
2021,NUMBER,M,1728
2021,NUMBER,F,1524
