Year,UNIT_MEASURE,SEX,Value
2016,NUMBER,_T,3820
2016,NUMBER,M,1423
2016,NUMBER,F,2397
2017,NUMBER,_T,3771
2017,NUMBER,M,1398
2017,NUMBER,F,2373
2018,NUMBER,_T,3888
2018,NUMBER,M,1420
2018,NUMBER,F,2468
2019,NUMBER,_T,3944
2019,NUMBER,M,1458
2019,NUMBER,F,2486
2020,NUMBER,_T,3945
2020,NUMBER,M,1462
2020,NUMBER,F,2483
2021,NUMBER,_T,3925
2021,NUMBER,M,1484
2021,NUMBER,F,2441
2022,NUMBER,_T,4050
2022,NUMBER,M,1508
2022,NUMBER,F,2542
