Year,UNIT_MEASURE,Value
2009,NUMBER,2062
2010,NUMBER,2080
2011,NUMBER,2087
2012,NUMBER,2264
2013,NUMBER,2394
2014,NUMBER,2221
2015,NUMBER,2468
2016,NUMBER,2572
2017,NUMBER,2688
2018,NUMBER,2646
2019,NUMBER,2771
2020,NUMBER,2606
2021,NUMBER,2607
2022,NUMBER,2609
2023,NUMBER,2672
2024,NUMBER,2733
