Year,UNIT_MEASURE,Value
2005,NUMBER,421
2006,NUMBER,409
2007,NUMBER,
2008,NUMBER,417
2009,NUMBER,406
2010,NUMBER,395
2011,NUMBER,390
2012,NUMBER,397
2013,NUMBER,377
2014,NUMBER,379
2015,NUMBER,371
2016,NUMBER,371
2017,NUMBER,363
2018,NUMBER,371
