Year,UNIT_MEASURE,Value
2018,NUMBER,43.58
2019,NUMBER,43.82
2020,NUMBER,44.06
2025,NUMBER,45.23
2030,NUMBER,46.32
2035,NUMBER,47.31
2040,NUMBER,48.15
2045,NUMBER,48.84
2050,NUMBER,49.43
2055,NUMBER,49.96
2060,NUMBER,50.44
2065,NUMBER,50.86
2070,NUMBER,51.19
