Year,UNIT_MEASURE,Value
2003,promila,-2.1
2004,promila,-2.1
2005,promila,-2.9
2006,promila,-2.3
2007,promila,-3.4
2008,promila,-2.8
2009,promila,-2.7
2010,promila,-2.9
2011,promila,-3.5
2012,promila,-3.3
2013,promila,-3.8
2014,promila,-4.3
2015,promila,-4.9
2016,promila,-3.9
2017,promila,-4.6
2018,promila,-4.6
2019,promila,-5.1
2020,promila,-6.5
2021,promila,-8.6
