Year,UNIT_MEASURE,SEX,Value
2016,NUMBER,_T,794
2016,NUMBER,M,15
2016,NUMBER,F,779
2017,NUMBER,_T,843
2017,NUMBER,M,16
2017,NUMBER,F,827
2018,NUMBER,_T,1010
2018,NUMBER,M,17
2018,NUMBER,F,993
2019,NUMBER,_T,1144
2019,NUMBER,M,18
2019,NUMBER,F,1126
2020,NUMBER,_T,1212
2020,NUMBER,M,15
2020,NUMBER,F,1197
2021,NUMBER,_T,1338
2021,NUMBER,M,24
2021,NUMBER,F,1314
