Year,UNIT_MEASURE,SEX,Value
2016,NUMBER,_T,8179
2016,NUMBER,M,2431
2016,NUMBER,F,5748
2017,NUMBER,_T,8194
2017,NUMBER,M,2383
2017,NUMBER,F,5811
2018,NUMBER,_T,8217
2018,NUMBER,M,2344
2018,NUMBER,F,5873
2019,NUMBER,_T,8212
2019,NUMBER,M,2303
2019,NUMBER,F,5909
2020,NUMBER,_T,8199
2020,NUMBER,M,2256
2020,NUMBER,F,5943
2021,NUMBER,_T,8177
2021,NUMBER,M,2207
2021,NUMBER,F,5970
