Year,UNIT_MEASURE,SEX,Value
2016,NUMBER,_T,92683
2016,NUMBER,M,47466
2016,NUMBER,F,45217
2017,NUMBER,_T,91370
2017,NUMBER,M,46939
2017,NUMBER,F,44431
2018,NUMBER,_T,90003
2018,NUMBER,M,46086
2018,NUMBER,F,43917
2019,NUMBER,_T,88331
2019,NUMBER,M,45304
2019,NUMBER,F,43027
2020,NUMBER,_T,86774
2020,NUMBER,M,44415
2020,NUMBER,F,42359
2021,NUMBER,_T,85533
2021,NUMBER,M,44245
2021,NUMBER,F,41288
