Year,UNIT_MEASURE,SEX,Value
2016,NUMBER,_T,41136
2016,NUMBER,M,20455
2016,NUMBER,F,20681
2017,NUMBER,_T,39831
2017,NUMBER,M,19772
2017,NUMBER,F,20059
2018,NUMBER,_T,38499
2018,NUMBER,M,19175
2018,NUMBER,F,19324
2019,NUMBER,_T,37206
2019,NUMBER,M,18491
2019,NUMBER,F,18715
2020,NUMBER,_T,36405
2020,NUMBER,M,18042
2020,NUMBER,F,18363
2021,NUMBER,_T,35615
2021,NUMBER,M,17642
2021,NUMBER,F,17973
