Year,UNIT_MEASURE,Value
2003,NUMBER,6769
2004,NUMBER,7143
2005,NUMBER,6810
2006,NUMBER,6860
2007,NUMBER,7093
2008,NUMBER,6401
2009,NUMBER,6131
2010,NUMBER,5767
2011,NUMBER,5802
2012,NUMBER,5326
2013,NUMBER,5467
2014,NUMBER,5823
2015,NUMBER,5895
2016,NUMBER,5563
2017,NUMBER,5954
2018,NUMBER,5966
2019,NUMBER,5822
2020,NUMBER,4168
