Year,UNIT_MEASURE,Value
2003,number_per_1000,8.8
2004,number_per_1000,8.9
2005,number_per_1000,8.7
2006,number_per_1000,8.9
2007,number_per_1000,8.6
2008,number_per_1000,8.6
2009,number_per_1000,9.0
2010,number_per_1000,8.6
2011,number_per_1000,8.1
2012,number_per_1000,8.5
2013,number_per_1000,8.1
2014,number_per_1000,8.0
2015,number_per_1000,8.1
2016,number_per_1000,8.2
2017,number_per_1000,8.1
2018,number_per_1000,8.3
2019,number_per_1000,8.1
2020,number_per_1000,8.1
