Year,UNIT_MEASURE,Пол,Value
2016,Број,Укупно,95
2016,Број,M,49
2016,Број,Ж,46
2017,Број,Укупно,130
2017,Број,M,70
2017,Број,Ж,60
2018,Број,Укупно,119
2018,Број,M,56
2018,Број,Ж,63
2019,Број,Укупно,165
2019,Број,M,71
2019,Број,Ж,94
2020,Број,Укупно,184
2020,Број,M,79
2020,Број,Ж,105
2021,Број,Укупно,285
2021,Број,M,118
2021,Број,Ж,167
2022,Број,Укупно,235
2022,Број,M,101
2022,Број,Ж,134
