Year,UNIT_MEASURE,Administrativna oblast,Pol,Najviši dostugnuti stepen obrazovanja,Value
2013,Broj,Milići,M,Viša škola i prvi stepen fakulteta,113
2013,Broj,Milići,Ž,Viša škola i prvi stepen fakulteta,100
2013,Broj,Modriča,Oba pola,Viša škola i prvi stepen fakulteta,483
2013,Broj,Modriča,M,Viša škola i prvi stepen fakulteta,303
2013,Broj,Modriča,Ž,Viša škola i prvi stepen fakulteta,180
2013,Broj,Mrkonjić Grad,Oba pola,Viša škola i prvi stepen fakulteta,350
2013,Broj,Mrkonjić Grad,M,Viša škola i prvi stepen fakulteta,204
2013,Broj,Mrkonjić Grad,Ž,Viša škola i prvi stepen fakulteta,146
2013,Broj,Nevesinje,Oba pola,Viša škola i prvi stepen fakulteta,384
2013,Broj,Nevesinje,M,Viša škola i prvi stepen fakulteta,236
2013,Broj,Nevesinje,Ž,Viša škola i prvi stepen fakulteta,148
2013,Broj,Novi Grad,Oba pola,Viša škola i prvi stepen fakulteta,714
2013,Broj,Novi Grad,M,Viša škola i prvi stepen fakulteta,366
2013,Broj,Novi Grad,Ž,Viša škola i prvi stepen fakulteta,348
2013,Broj,Novo Goražde,Oba pola,Viša škola i prvi stepen fakulteta,48
2013,Broj,Novo Goražde,M,Viša škola i prvi stepen fakulteta,39
2013,Broj,Novo Goražde,Ž,Viša škola i prvi stepen fakulteta,9
2013,Broj,Osmaci,Oba pola,Viša škola i prvi stepen fakulteta,65
2013,Broj,Osmaci,M,Viša škola i prvi stepen fakulteta,48
2013,Broj,Osmaci,Ž,Viša škola i prvi stepen fakulteta,17
2013,Broj,Oštra Luka,Oba pola,Viša škola i prvi stepen fakulteta,36
2013,Broj,Oštra Luka,M,Viša škola i prvi stepen fakulteta,16
2013,Broj,Oštra Luka,Ž,Viša škola i prvi stepen fakulteta,20
2013,Broj,Pale,Oba pola,Viša škola i prvi stepen fakulteta,645
2013,Broj,Pale,M,Viša škola i prvi stepen fakulteta,389
2013,Broj,Pale,Ž,Viša škola i prvi stepen fakulteta,256
2013,Broj,Pelagićevo,Oba pola,Viša škola i prvi stepen fakulteta,81
2013,Broj,Pelagićevo,M,Viša škola i prvi stepen fakulteta,44
2013,Broj,Pelagićevo,Ž,Viša škola i prvi stepen fakulteta,37
2013,Broj,Petrovac,Oba pola,Viša škola i prvi stepen fakulteta,11
2013,Broj,Petrovac,M,Viša škola i prvi stepen fakulteta,6
2013,Broj,Petrovac,Ž,Viša škola i prvi stepen fakulteta,5
2013,Broj,Petrovo,Oba pola,Viša škola i prvi stepen fakulteta,166
2013,Broj,Petrovo,M,Viša škola i prvi stepen fakulteta,109
2013,Broj,Petrovo,Ž,Viša škola i prvi stepen fakulteta,57
2013,Broj,Grad Prijedor,Oba pola,Viša škola i prvi stepen fakulteta,2448
2013,Broj,Grad Prijedor,M,Viša škola i prvi stepen fakulteta,1252
2013,Broj,Grad Prijedor,Ž,Viša škola i prvi stepen fakulteta,1196
2013,Broj,Prnjavor,Oba pola,Viša škola i prvi stepen fakulteta,670
2013,Broj,Prnjavor,M,Viša škola i prvi stepen fakulteta,388
2013,Broj,Prnjavor,Ž,Viša škola i prvi stepen fakulteta,282
2013,Broj,Ribnik,Oba pola,Viša škola i prvi stepen fakulteta,99
2013,Broj,Ribnik,M,Viša škola i prvi stepen fakulteta,68
2013,Broj,Ribnik,Ž,Viša škola i prvi stepen fakulteta,31
2013,Broj,Rogatica,Oba pola,Viša škola i prvi stepen fakulteta,315
2013,Broj,Rogatica,M,Viša škola i prvi stepen fakulteta,209
2013,Broj,Rogatica,Ž,Viša škola i prvi stepen fakulteta,106
2013,Broj,Rudo,Oba pola,Viša škola i prvi stepen fakulteta,277
2013,Broj,Rudo,M,Viša škola i prvi stepen fakulteta,175
2013,Broj,Rudo,Ž,Viša škola i prvi stepen fakulteta,102
2013,Broj,Sokolac,Oba pola,Viša škola i prvi stepen fakulteta,393
2013,Broj,Sokolac,M,Viša škola i prvi stepen fakulteta,237
2013,Broj,Sokolac,Ž,Viša škola i prvi stepen fakulteta,156
2013,Broj,Srbac,Oba pola,Viša škola i prvi stepen fakulteta,342
2013,Broj,Srbac,M,Viša škola i prvi stepen fakulteta,232
2013,Broj,Srbac,Ž,Viša škola i prvi stepen fakulteta,110
2013,Broj,Srebrenica,Oba pola,Viša škola i prvi stepen fakulteta,290
2013,Broj,Srebrenica,M,Viša škola i prvi stepen fakulteta,171
2013,Broj,Srebrenica,Ž,Viša škola i prvi stepen fakulteta,119
2013,Broj,Teslić,Oba pola,Viša škola i prvi stepen fakulteta,577
2013,Broj,Teslić,M,Viša škola i prvi stepen fakulteta,335
2013,Broj,Teslić,Ž,Viša škola i prvi stepen fakulteta,242
2013,Broj,Grad Trebinje,Oba pola,Viša škola i prvi stepen fakulteta,1442
2013,Broj,Grad Trebinje,M,Viša škola i prvi stepen fakulteta,806
2013,Broj,Grad Trebinje,Ž,Viša škola i prvi stepen fakulteta,636
2013,Broj,Trnovo,Oba pola,Viša škola i prvi stepen fakulteta,52
2013,Broj,Trnovo,M,Viša škola i prvi stepen fakulteta,37
2013,Broj,Trnovo,Ž,Viša škola i prvi stepen fakulteta,15
2013,Broj,Ugljevik,Oba pola,Viša škola i prvi stepen fakulteta,252
2013,Broj,Ugljevik,M,Viša škola i prvi stepen fakulteta,156
2013,Broj,Ugljevik,Ž,Viša škola i prvi stepen fakulteta,96
2013,Broj,Foča,Oba pola,Viša škola i prvi stepen fakulteta,510
2013,Broj,Foča,M,Viša škola i prvi stepen fakulteta,334
2013,Broj,Foča,Ž,Viša škola i prvi stepen fakulteta,176
2013,Broj,Han Pijesak,Oba pola,Viša škola i prvi stepen fakulteta,110
2013,Broj,Han Pijesak,M,Viša škola i prvi stepen fakulteta,67
2013,Broj,Han Pijesak,Ž,Viša škola i prvi stepen fakulteta,43
2013,Broj,Čajniče,Oba pola,Viša škola i prvi stepen fakulteta,75
2013,Broj,Čajniče,M,Viša škola i prvi stepen fakulteta,48
2013,Broj,Čajniče,Ž,Viša škola i prvi stepen fakulteta,27
2013,Broj,Čelinac,Oba pola,Viša škola i prvi stepen fakulteta,293
2013,Broj,Čelinac,M,Viša škola i prvi stepen fakulteta,186
2013,Broj,Čelinac,Ž,Viša škola i prvi stepen fakulteta,107
2013,Broj,Šamac,Oba pola,Viša škola i prvi stepen fakulteta,478
2013,Broj,Šamac,M,Viša škola i prvi stepen fakulteta,265
2013,Broj,Šamac,Ž,Viša škola i prvi stepen fakulteta,213
2013,Broj,Šekovići,Oba pola,Viša škola i prvi stepen fakulteta,136
2013,Broj,Šekovići,M,Viša škola i prvi stepen fakulteta,76
2013,Broj,Šekovići,Ž,Viša škola i prvi stepen fakulteta,60
2013,Broj,Šipovo,Oba pola,Viša škola i prvi stepen fakulteta,191
2013,Broj,Šipovo,M,Viša škola i prvi stepen fakulteta,121
2013,Broj,Šipovo,Ž,Viša škola i prvi stepen fakulteta,70
2013,Broj,Republika Srpska,Oba pola,Visoka škola / fakultet / akademija / univerzitet,87036
2013,Broj,Republika Srpska,M,Visoka škola / fakultet / akademija / univerzitet,42562
2013,Broj,Republika Srpska,Ž,Visoka škola / fakultet / akademija / univerzitet,44474
2013,Broj,Grad Banja Luka,Oba pola,Visoka škola / fakultet / akademija / univerzitet,25924
2013,Broj,Grad Banja Luka,M,Visoka škola / fakultet / akademija / univerzitet,12201
2013,Broj,Grad Banja Luka,Ž,Visoka škola / fakultet / akademija / univerzitet,13723
2013,Broj,Berkovići,Oba pola,Visoka škola / fakultet / akademija / univerzitet,92
2013,Broj,Berkovići,M,Visoka škola / fakultet / akademija / univerzitet,51
2013,Broj,Berkovići,Ž,Visoka škola / fakultet / akademija / univerzitet,41
2013,Broj,Grad Bijeljina,Oba pola,Visoka škola / fakultet / akademija / univerzitet,8088
2013,Broj,Grad Bijeljina,M,Visoka škola / fakultet / akademija / univerzitet,3846
2013,Broj,Grad Bijeljina,Ž,Visoka škola / fakultet / akademija / univerzitet,4242
2013,Broj,Bileća,Oba pola,Visoka škola / fakultet / akademija / univerzitet,791
2013,Broj,Bileća,M,Visoka škola / fakultet / akademija / univerzitet,443
2013,Broj,Bileća,Ž,Visoka škola / fakultet / akademija / univerzitet,348
2013,Broj,Bratunac,Oba pola,Visoka škola / fakultet / akademija / univerzitet,1014
2013,Broj,Bratunac,M,Visoka škola / fakultet / akademija / univerzitet,515
2013,Broj,Bratunac,Ž,Visoka škola / fakultet / akademija / univerzitet,499
2013,Broj,Brod,Oba pola,Visoka škola / fakultet / akademija / univerzitet,801
2013,Broj,Brod,M,Visoka škola / fakultet / akademija / univerzitet,389
2013,Broj,Brod,Ž,Visoka škola / fakultet / akademija / univerzitet,412
2013,Broj,Višegrad,Oba pola,Visoka škola / fakultet / akademija / univerzitet,818
2013,Broj,Višegrad,M,Visoka škola / fakultet / akademija / univerzitet,410
2013,Broj,Višegrad,Ž,Visoka škola / fakultet / akademija / univerzitet,408
2013,Broj,Vlasenica,Oba pola,Visoka škola / fakultet / akademija / univerzitet,641
2013,Broj,Vlasenica,M,Visoka škola / fakultet / akademija / univerzitet,316
2013,Broj,Vlasenica,Ž,Visoka škola / fakultet / akademija / univerzitet,325
2013,Broj,Vukosavlje,Oba pola,Visoka škola / fakultet / akademija / univerzitet,97
2013,Broj,Vukosavlje,M,Visoka škola / fakultet / akademija / univerzitet,55
2013,Broj,Vukosavlje,Ž,Visoka škola / fakultet / akademija / univerzitet,42
2013,Broj,Gacko,Oba pola,Visoka škola / fakultet / akademija / univerzitet,812
2013,Broj,Gacko,M,Visoka škola / fakultet / akademija / univerzitet,413
2013,Broj,Gacko,Ž,Visoka škola / fakultet / akademija / univerzitet,399
2013,Broj,Grad Gradiška,Oba pola,Visoka škola / fakultet / akademija / univerzitet,2538
2013,Broj,Grad Gradiška,M,Visoka škola / fakultet / akademija / univerzitet,1270
2013,Broj,Grad Gradiška,Ž,Visoka škola / fakultet / akademija / univerzitet,1268
2013,Broj,Grad Derventa,Oba pola,Visoka škola / fakultet / akademija / univerzitet,1242
2013,Broj,Grad Derventa,M,Visoka škola / fakultet / akademija / univerzitet,598
2013,Broj,Grad Derventa,Ž,Visoka škola / fakultet / akademija / univerzitet,644
2013,Broj,Grad Doboj,Oba pola,Visoka škola / fakultet / akademija / univerzitet,4634
2013,Broj,Grad Doboj,M,Visoka škola / fakultet / akademija / univerzitet,2420
2013,Broj,Grad Doboj,Ž,Visoka škola / fakultet / akademija / univerzitet,2214
2013,Broj,Donji Žabar,Oba pola,Visoka škola / fakultet / akademija / univerzitet,100
2013,Broj,Donji Žabar,M,Visoka škola / fakultet / akademija / univerzitet,59
2013,Broj,Donji Žabar,Ž,Visoka škola / fakultet / akademija / univerzitet,41
2013,Broj,Grad Zvornik,Oba pola,Visoka škola / fakultet / akademija / univerzitet,2964
2013,Broj,Grad Zvornik,M,Visoka škola / fakultet / akademija / univerzitet,1529
2013,Broj,Grad Zvornik,Ž,Visoka škola / fakultet / akademija / univerzitet,1435
2013,Broj,Istočna Ilidža,Oba pola,Visoka škola / fakultet / akademija / univerzitet,1844
2013,Broj,Istočna Ilidža,M,Visoka škola / fakultet / akademija / univerzitet,802
2013,Broj,Istočna Ilidža,Ž,Visoka škola / fakultet / akademija / univerzitet,1042
2013,Broj,Istočni Drvar,Oba pola,Visoka škola / fakultet / akademija / univerzitet,10
2013,Broj,Istočni Drvar,M,Visoka škola / fakultet / akademija / univerzitet,8
2013,Broj,Istočni Drvar,Ž,Visoka škola / fakultet / akademija / univerzitet,2
2013,Broj,Istočni Mostar,Oba pola,Visoka škola / fakultet / akademija / univerzitet,14
2013,Broj,Istočni Mostar,M,Visoka škola / fakultet / akademija / univerzitet,7
2013,Broj,Istočni Mostar,Ž,Visoka škola / fakultet / akademija / univerzitet,7
2013,Broj,Istočni Stari Grad,Oba pola,Visoka škola / fakultet / akademija / univerzitet,53
2013,Broj,Istočni Stari Grad,M,Visoka škola / fakultet / akademija / univerzitet,21
2013,Broj,Istočni Stari Grad,Ž,Visoka škola / fakultet / akademija / univerzitet,32
2013,Broj,Istočno Novo Sarajevo,Oba pola,Visoka škola / fakultet / akademija / univerzitet,1563
2013,Broj,Istočno Novo Sarajevo,M,Visoka škola / fakultet / akademija / univerzitet,745
2013,Broj,Istočno Novo Sarajevo,Ž,Visoka škola / fakultet / akademija / univerzitet,818
2013,Broj,Jezero,Oba pola,Visoka škola / fakultet / akademija / univerzitet,30
2013,Broj,Jezero,M,Visoka škola / fakultet / akademija / univerzitet,19
2013,Broj,Jezero,Ž,Visoka škola / fakultet / akademija / univerzitet,11
2013,Broj,Kalinovik,Oba pola,Visoka škola / fakultet / akademija / univerzitet,147
2013,Broj,Kalinovik,M,Visoka škola / fakultet / akademija / univerzitet,85
2013,Broj,Kalinovik,Ž,Visoka škola / fakultet / akademija / univerzitet,62
2013,Broj,Kneževo,Oba pola,Visoka škola / fakultet / akademija / univerzitet,334
2013,Broj,Kneževo,M,Visoka škola / fakultet / akademija / univerzitet,188
2013,Broj,Kneževo,Ž,Visoka škola / fakultet / akademija / univerzitet,146
2013,Broj,Kozarska Dubica,Oba pola,Visoka škola / fakultet / akademija / univerzitet,999
2013,Broj,Kozarska Dubica,M,Visoka škola / fakultet / akademija / univerzitet,501
2013,Broj,Kozarska Dubica,Ž,Visoka škola / fakultet / akademija / univerzitet,498
2013,Broj,Kostajnica,Oba pola,Visoka škola / fakultet / akademija / univerzitet,281
2013,Broj,Kostajnica,M,Visoka škola / fakultet / akademija / univerzitet,134
2013,Broj,Kostajnica,Ž,Visoka škola / fakultet / akademija / univerzitet,147
2013,Broj,Kotor Varoš,Oba pola,Visoka škola / fakultet / akademija / univerzitet,767
2013,Broj,Kotor Varoš,M,Visoka škola / fakultet / akademija / univerzitet,408
2013,Broj,Kotor Varoš,Ž,Visoka škola / fakultet / akademija / univerzitet,359
2013,Broj,Krupa Na Uni,Oba pola,Visoka škola / fakultet / akademija / univerzitet,13
2013,Broj,Krupa Na Uni,M,Visoka škola / fakultet / akademija / univerzitet,7
2013,Broj,Krupa Na Uni,Ž,Visoka škola / fakultet / akademija / univerzitet,6
2013,Broj,Kupres,Oba pola,Visoka škola / fakultet / akademija / univerzitet,4
2013,Broj,Kupres,M,Visoka škola / fakultet / akademija / univerzitet,3
2013,Broj,Kupres,Ž,Visoka škola / fakultet / akademija / univerzitet,1
2013,Broj,Laktaši,Oba pola,Visoka škola / fakultet / akademija / univerzitet,1729
2013,Broj,Laktaši,M,Visoka škola / fakultet / akademija / univerzitet,829
2013,Broj,Laktaši,Ž,Visoka škola / fakultet / akademija / univerzitet,900
2013,Broj,Lopare,Oba pola,Visoka škola / fakultet / akademija / univerzitet,560
2013,Broj,Lopare,M,Visoka škola / fakultet / akademija / univerzitet,264
2013,Broj,Lopare,Ž,Visoka škola / fakultet / akademija / univerzitet,296
2013,Broj,Ljubinje,Oba pola,Visoka škola / fakultet / akademija / univerzitet,255
2013,Broj,Ljubinje,M,Visoka škola / fakultet / akademija / univerzitet,145
2013,Broj,Ljubinje,Ž,Visoka škola / fakultet / akademija / univerzitet,110
2013,Broj,Milići,Oba pola,Visoka škola / fakultet / akademija / univerzitet,573
2013,Broj,Milići,M,Visoka škola / fakultet / akademija / univerzitet,295
2013,Broj,Milići,Ž,Visoka škola / fakultet / akademija / univerzitet,278
2013,Broj,Modriča,Oba pola,Visoka škola / fakultet / akademija / univerzitet,1186
2013,Broj,Modriča,M,Visoka škola / fakultet / akademija / univerzitet,605
2013,Broj,Modriča,Ž,Visoka škola / fakultet / akademija / univerzitet,581
2013,Broj,Mrkonjić Grad,Oba pola,Visoka škola / fakultet / akademija / univerzitet,832
2013,Broj,Mrkonjić Grad,M,Visoka škola / fakultet / akademija / univerzitet,410
2013,Broj,Mrkonjić Grad,Ž,Visoka škola / fakultet / akademija / univerzitet,422
2013,Broj,Nevesinje,Oba pola,Visoka škola / fakultet / akademija / univerzitet,856
2013,Broj,Nevesinje,M,Visoka škola / fakultet / akademija / univerzitet,459
2013,Broj,Nevesinje,Ž,Visoka škola / fakultet / akademija / univerzitet,397
2013,Broj,Novi Grad,Oba pola,Visoka škola / fakultet / akademija / univerzitet,1243
2013,Broj,Novi Grad,M,Visoka škola / fakultet / akademija / univerzitet,602
2013,Broj,Novi Grad,Ž,Visoka škola / fakultet / akademija / univerzitet,641
2013,Broj,Novo Goražde,Oba pola,Visoka škola / fakultet / akademija / univerzitet,145
2013,Broj,Novo Goražde,M,Visoka škola / fakultet / akademija / univerzitet,71
2013,Broj,Novo Goražde,Ž,Visoka škola / fakultet / akademija / univerzitet,74
2013,Broj,Osmaci,Oba pola,Visoka škola / fakultet / akademija / univerzitet,235
2013,Broj,Osmaci,M,Visoka škola / fakultet / akademija / univerzitet,148
2013,Broj,Osmaci,Ž,Visoka škola / fakultet / akademija / univerzitet,87
2013,Broj,Oštra Luka,Oba pola,Visoka škola / fakultet / akademija / univerzitet,55
2013,Broj,Oštra Luka,M,Visoka škola / fakultet / akademija / univerzitet,24
2013,Broj,Oštra Luka,Ž,Visoka škola / fakultet / akademija / univerzitet,31
2013,Broj,Pale,Oba pola,Visoka škola / fakultet / akademija / univerzitet,2538
2013,Broj,Pale,M,Visoka škola / fakultet / akademija / univerzitet,1148
2013,Broj,Pale,Ž,Visoka škola / fakultet / akademija / univerzitet,1390
2013,Broj,Pelagićevo,Oba pola,Visoka škola / fakultet / akademija / univerzitet,94
2013,Broj,Pelagićevo,M,Visoka škola / fakultet / akademija / univerzitet,53
2013,Broj,Pelagićevo,Ž,Visoka škola / fakultet / akademija / univerzitet,41
2013,Broj,Petrovac,Oba pola,Visoka škola / fakultet / akademija / univerzitet,26
2013,Broj,Petrovac,M,Visoka škola / fakultet / akademija / univerzitet,13
2013,Broj,Petrovac,Ž,Visoka škola / fakultet / akademija / univerzitet,13
2013,Broj,Petrovo,Oba pola,Visoka škola / fakultet / akademija / univerzitet,259
2013,Broj,Petrovo,M,Visoka škola / fakultet / akademija / univerzitet,134
2013,Broj,Petrovo,Ž,Visoka škola / fakultet / akademija / univerzitet,125
2013,Broj,Grad Prijedor,Oba pola,Visoka škola / fakultet / akademija / univerzitet,4646
2013,Broj,Grad Prijedor,M,Visoka škola / fakultet / akademija / univerzitet,2220
2013,Broj,Grad Prijedor,Ž,Visoka škola / fakultet / akademija / univerzitet,2426
2013,Broj,Prnjavor,Oba pola,Visoka škola / fakultet / akademija / univerzitet,1336
2013,Broj,Prnjavor,M,Visoka škola / fakultet / akademija / univerzitet,627
2013,Broj,Prnjavor,Ž,Visoka škola / fakultet / akademija / univerzitet,709
2013,Broj,Ribnik,Oba pola,Visoka škola / fakultet / akademija / univerzitet,195
2013,Broj,Ribnik,M,Visoka škola / fakultet / akademija / univerzitet,108
2013,Broj,Ribnik,Ž,Visoka škola / fakultet / akademija / univerzitet,87
2013,Broj,Rogatica,Oba pola,Visoka škola / fakultet / akademija / univerzitet,702
2013,Broj,Rogatica,M,Visoka škola / fakultet / akademija / univerzitet,354
2013,Broj,Rogatica,Ž,Visoka škola / fakultet / akademija / univerzitet,348
2013,Broj,Rudo,Oba pola,Visoka škola / fakultet / akademija / univerzitet,454
2013,Broj,Rudo,M,Visoka škola / fakultet / akademija / univerzitet,232
2013,Broj,Rudo,Ž,Visoka škola / fakultet / akademija / univerzitet,222
2013,Broj,Sokolac,Oba pola,Visoka škola / fakultet / akademija / univerzitet,1113
2013,Broj,Sokolac,M,Visoka škola / fakultet / akademija / univerzitet,529
2013,Broj,Sokolac,Ž,Visoka škola / fakultet / akademija / univerzitet,584
2013,Broj,Srbac,Oba pola,Visoka škola / fakultet / akademija / univerzitet,798
2013,Broj,Srbac,M,Visoka škola / fakultet / akademija / univerzitet,410
2013,Broj,Srbac,Ž,Visoka škola / fakultet / akademija / univerzitet,388
2013,Broj,Srebrenica,Oba pola,Visoka škola / fakultet / akademija / univerzitet,741
2013,Broj,Srebrenica,M,Visoka škola / fakultet / akademija / univerzitet,395
2013,Broj,Srebrenica,Ž,Visoka škola / fakultet / akademija / univerzitet,346
2013,Broj,Teslić,Oba pola,Visoka škola / fakultet / akademija / univerzitet,1351
2013,Broj,Teslić,M,Visoka škola / fakultet / akademija / univerzitet,689
2013,Broj,Teslić,Ž,Visoka škola / fakultet / akademija / univerzitet,662
2013,Broj,Grad Trebinje,Oba pola,Visoka škola / fakultet / akademija / univerzitet,3262
2013,Broj,Grad Trebinje,M,Visoka škola / fakultet / akademija / univerzitet,1642
2013,Broj,Grad Trebinje,Ž,Visoka škola / fakultet / akademija / univerzitet,1620
2013,Broj,Trnovo,Oba pola,Visoka škola / fakultet / akademija / univerzitet,139
2013,Broj,Trnovo,M,Visoka škola / fakultet / akademija / univerzitet,66
2013,Broj,Trnovo,Ž,Visoka škola / fakultet / akademija / univerzitet,73
2013,Broj,Ugljevik,Oba pola,Visoka škola / fakultet / akademija / univerzitet,903
2013,Broj,Ugljevik,M,Visoka škola / fakultet / akademija / univerzitet,443
2013,Broj,Ugljevik,Ž,Visoka škola / fakultet / akademija / univerzitet,460
2013,Broj,Foča,Oba pola,Visoka škola / fakultet / akademija / univerzitet,1422
2013,Broj,Foča,M,Visoka škola / fakultet / akademija / univerzitet,757
2013,Broj,Foča,Ž,Visoka škola / fakultet / akademija / univerzitet,665
2013,Broj,Han Pijesak,Oba pola,Visoka škola / fakultet / akademija / univerzitet,274
2013,Broj,Han Pijesak,M,Visoka škola / fakultet / akademija / univerzitet,138
2013,Broj,Han Pijesak,Ž,Visoka škola / fakultet / akademija / univerzitet,136
2013,Broj,Čajniče,Oba pola,Visoka škola / fakultet / akademija / univerzitet,280
2013,Broj,Čajniče,M,Visoka škola / fakultet / akademija / univerzitet,152
2013,Broj,Čajniče,Ž,Visoka škola / fakultet / akademija / univerzitet,128
2013,Broj,Čelinac,Oba pola,Visoka škola / fakultet / akademija / univerzitet,618
2013,Broj,Čelinac,M,Visoka škola / fakultet / akademija / univerzitet,290
2013,Broj,Čelinac,Ž,Visoka škola / fakultet / akademija / univerzitet,328
2013,Broj,Šamac,Oba pola,Visoka škola / fakultet / akademija / univerzitet,911
2013,Broj,Šamac,M,Visoka škola / fakultet / akademija / univerzitet,494
2013,Broj,Šamac,Ž,Visoka škola / fakultet / akademija / univerzitet,417
2013,Broj,Šekovići,Oba pola,Visoka škola / fakultet / akademija / univerzitet,267
2013,Broj,Šekovići,M,Visoka škola / fakultet / akademija / univerzitet,144
2013,Broj,Šekovići,Ž,Visoka škola / fakultet / akademija / univerzitet,123
2013,Broj,Šipovo,Oba pola,Visoka škola / fakultet / akademija / univerzitet,423
2013,Broj,Šipovo,M,Visoka škola / fakultet / akademija / univerzitet,229
2013,Broj,Šipovo,Ž,Visoka škola / fakultet / akademija / univerzitet,194
