Year,UNIT_MEASURE,Administrativna oblast,Pol,Najviši dostugnuti stepen obrazovanja,Value
2013,Broj,Grad Gradiška,M,Osnovna škola,4493
2013,Broj,Grad Gradiška,Ž,Osnovna škola,5133
2013,Broj,Grad Derventa,Oba pola,Osnovna škola,5260
2013,Broj,Grad Derventa,M,Osnovna škola,2463
2013,Broj,Grad Derventa,Ž,Osnovna škola,2797
2013,Broj,Grad Doboj,Oba pola,Osnovna škola,13403
2013,Broj,Grad Doboj,M,Osnovna škola,5750
2013,Broj,Grad Doboj,Ž,Osnovna škola,7653
2013,Broj,Donji Žabar,Oba pola,Osnovna škola,815
2013,Broj,Donji Žabar,M,Osnovna škola,408
2013,Broj,Donji Žabar,Ž,Osnovna škola,407
2013,Broj,Grad Zvornik,Oba pola,Osnovna škola,11440
2013,Broj,Grad Zvornik,M,Osnovna škola,5163
2013,Broj,Grad Zvornik,Ž,Osnovna škola,6277
2013,Broj,Istočna Ilidža,Oba pola,Osnovna škola,1676
2013,Broj,Istočna Ilidža,M,Osnovna škola,519
2013,Broj,Istočna Ilidža,Ž,Osnovna škola,1157
2013,Broj,Istočni Drvar,Oba pola,Osnovna škola,9
2013,Broj,Istočni Drvar,M,Osnovna škola,2
2013,Broj,Istočni Drvar,Ž,Osnovna škola,7
2013,Broj,Istočni Mostar,Oba pola,Osnovna škola,38
2013,Broj,Istočni Mostar,M,Osnovna škola,24
2013,Broj,Istočni Mostar,Ž,Osnovna škola,14
2013,Broj,Istočni Stari Grad,Oba pola,Osnovna škola,166
2013,Broj,Istočni Stari Grad,M,Osnovna škola,75
2013,Broj,Istočni Stari Grad,Ž,Osnovna škola,91
2013,Broj,Istočno Novo Sarajevo,Oba pola,Osnovna škola,1087
2013,Broj,Istočno Novo Sarajevo,M,Osnovna škola,356
2013,Broj,Istočno Novo Sarajevo,Ž,Osnovna škola,731
2013,Broj,Jezero,Oba pola,Osnovna škola,236
2013,Broj,Jezero,M,Osnovna škola,109
2013,Broj,Jezero,Ž,Osnovna škola,127
2013,Broj,Kalinovik,Oba pola,Osnovna škola,334
2013,Broj,Kalinovik,M,Osnovna škola,122
2013,Broj,Kalinovik,Ž,Osnovna škola,212
2013,Broj,Kneževo,Oba pola,Osnovna škola,1918
2013,Broj,Kneževo,M,Osnovna škola,990
2013,Broj,Kneževo,Ž,Osnovna škola,928
2013,Broj,Kozarska Dubica,Oba pola,Osnovna škola,3921
2013,Broj,Kozarska Dubica,M,Osnovna škola,1839
2013,Broj,Kozarska Dubica,Ž,Osnovna škola,2082
2013,Broj,Kostajnica,Oba pola,Osnovna škola,1117
2013,Broj,Kostajnica,M,Osnovna škola,486
2013,Broj,Kostajnica,Ž,Osnovna škola,631
2013,Broj,Kotor Varoš,Oba pola,Osnovna škola,3809
2013,Broj,Kotor Varoš,M,Osnovna škola,1797
2013,Broj,Kotor Varoš,Ž,Osnovna škola,2012
2013,Broj,Krupa Na Uni,Oba pola,Osnovna škola,524
2013,Broj,Krupa Na Uni,M,Osnovna škola,317
2013,Broj,Krupa Na Uni,Ž,Osnovna škola,207
2013,Broj,Kupres,Oba pola,Osnovna škola,53
2013,Broj,Kupres,M,Osnovna škola,33
2013,Broj,Kupres,Ž,Osnovna škola,20
2013,Broj,Laktaši,Oba pola,Osnovna škola,6602
2013,Broj,Laktaši,M,Osnovna škola,3078
2013,Broj,Laktaši,Ž,Osnovna škola,3524
2013,Broj,Lopare,Oba pola,Osnovna škola,3267
2013,Broj,Lopare,M,Osnovna škola,1670
2013,Broj,Lopare,Ž,Osnovna škola,1597
2013,Broj,Ljubinje,Oba pola,Osnovna škola,619
2013,Broj,Ljubinje,M,Osnovna škola,261
2013,Broj,Ljubinje,Ž,Osnovna škola,358
2013,Broj,Milići,Oba pola,Osnovna škola,2387
2013,Broj,Milići,M,Osnovna škola,1038
2013,Broj,Milići,Ž,Osnovna škola,1349
2013,Broj,Modriča,Oba pola,Osnovna škola,5255
2013,Broj,Modriča,M,Osnovna škola,2469
2013,Broj,Modriča,Ž,Osnovna škola,2786
2013,Broj,Mrkonjić Grad,Oba pola,Osnovna škola,2720
2013,Broj,Mrkonjić Grad,M,Osnovna škola,1373
2013,Broj,Mrkonjić Grad,Ž,Osnovna škola,1347
2013,Broj,Nevesinje,Oba pola,Osnovna škola,2193
2013,Broj,Nevesinje,M,Osnovna škola,961
2013,Broj,Nevesinje,Ž,Osnovna škola,1232
2013,Broj,Novi Grad,Oba pola,Osnovna škola,5660
2013,Broj,Novi Grad,M,Osnovna škola,2691
2013,Broj,Novi Grad,Ž,Osnovna škola,2969
2013,Broj,Novo Goražde,Oba pola,Osnovna škola,612
2013,Broj,Novo Goražde,M,Osnovna škola,229
2013,Broj,Novo Goražde,Ž,Osnovna škola,383
2013,Broj,Osmaci,Oba pola,Osnovna škola,1146
2013,Broj,Osmaci,M,Osnovna škola,495
2013,Broj,Osmaci,Ž,Osnovna škola,651
2013,Broj,Oštra Luka,Oba pola,Osnovna škola,648
2013,Broj,Oštra Luka,M,Osnovna škola,348
2013,Broj,Oštra Luka,Ž,Osnovna škola,300
2013,Broj,Pale,Oba pola,Osnovna škola,2570
2013,Broj,Pale,M,Osnovna škola,935
2013,Broj,Pale,Ž,Osnovna škola,1635
2013,Broj,Pelagićevo,Oba pola,Osnovna škola,1081
2013,Broj,Pelagićevo,M,Osnovna škola,586
2013,Broj,Pelagićevo,Ž,Osnovna škola,495
2013,Broj,Petrovac,Oba pola,Osnovna škola,57
2013,Broj,Petrovac,M,Osnovna škola,23
2013,Broj,Petrovac,Ž,Osnovna škola,34
2013,Broj,Petrovo,Oba pola,Osnovna škola,1114
2013,Broj,Petrovo,M,Osnovna škola,464
2013,Broj,Petrovo,Ž,Osnovna škola,650
2013,Broj,Grad Prijedor,Oba pola,Osnovna škola,15121
2013,Broj,Grad Prijedor,M,Osnovna škola,6682
2013,Broj,Grad Prijedor,Ž,Osnovna škola,8439
2013,Broj,Prnjavor,Oba pola,Osnovna škola,7504
2013,Broj,Prnjavor,M,Osnovna škola,3697
2013,Broj,Prnjavor,Ž,Osnovna škola,3807
2013,Broj,Ribnik,Oba pola,Osnovna škola,1275
2013,Broj,Ribnik,M,Osnovna škola,651
2013,Broj,Ribnik,Ž,Osnovna škola,624
2013,Broj,Rogatica,Oba pola,Osnovna škola,1761
2013,Broj,Rogatica,M,Osnovna škola,717
2013,Broj,Rogatica,Ž,Osnovna škola,1044
2013,Broj,Rudo,Oba pola,Osnovna škola,1332
2013,Broj,Rudo,M,Osnovna škola,514
2013,Broj,Rudo,Ž,Osnovna škola,818
2013,Broj,Sokolac,Oba pola,Osnovna škola,1790
2013,Broj,Sokolac,M,Osnovna škola,720
2013,Broj,Sokolac,Ž,Osnovna škola,1070
2013,Broj,Srbac,Oba pola,Osnovna škola,3740
2013,Broj,Srbac,M,Osnovna škola,1843
2013,Broj,Srbac,Ž,Osnovna škola,1897
2013,Broj,Srebrenica,Oba pola,Osnovna škola,2494
2013,Broj,Srebrenica,M,Osnovna škola,1115
2013,Broj,Srebrenica,Ž,Osnovna škola,1379
2013,Broj,Teslić,Oba pola,Osnovna škola,7412
2013,Broj,Teslić,M,Osnovna škola,3540
2013,Broj,Teslić,Ž,Osnovna škola,3872
2013,Broj,Grad Trebinje,Oba pola,Osnovna škola,3757
2013,Broj,Grad Trebinje,M,Osnovna škola,1267
2013,Broj,Grad Trebinje,Ž,Osnovna škola,2490
2013,Broj,Trnovo,Oba pola,Osnovna škola,342
2013,Broj,Trnovo,M,Osnovna škola,106
2013,Broj,Trnovo,Ž,Osnovna škola,236
2013,Broj,Ugljevik,Oba pola,Osnovna škola,2942
2013,Broj,Ugljevik,M,Osnovna škola,1398
2013,Broj,Ugljevik,Ž,Osnovna škola,1544
2013,Broj,Foča,Oba pola,Osnovna škola,2975
2013,Broj,Foča,M,Osnovna škola,1305
2013,Broj,Foča,Ž,Osnovna škola,1670
2013,Broj,Han Pijesak,Oba pola,Osnovna škola,686
2013,Broj,Han Pijesak,M,Osnovna škola,275
2013,Broj,Han Pijesak,Ž,Osnovna škola,411
2013,Broj,Čajniče,Oba pola,Osnovna škola,981
2013,Broj,Čajniče,M,Osnovna škola,436
2013,Broj,Čajniče,Ž,Osnovna škola,545
2013,Broj,Čelinac,Oba pola,Osnovna škola,3312
2013,Broj,Čelinac,M,Osnovna škola,1626
2013,Broj,Čelinac,Ž,Osnovna škola,1686
2013,Broj,Šamac,Oba pola,Osnovna škola,3511
2013,Broj,Šamac,M,Osnovna škola,1521
2013,Broj,Šamac,Ž,Osnovna škola,1990
2013,Broj,Šekovići,Oba pola,Osnovna škola,1397
2013,Broj,Šekovići,M,Osnovna škola,610
2013,Broj,Šekovići,Ž,Osnovna škola,787
2013,Broj,Šipovo,Oba pola,Osnovna škola,1848
2013,Broj,Šipovo,M,Osnovna škola,882
2013,Broj,Šipovo,Ž,Osnovna škola,966
2013,Broj,Republika Srpska,Oba pola,Srednja škola,508414
2013,Broj,Republika Srpska,M,Srednja škola,280747
2013,Broj,Republika Srpska,Ž,Srednja škola,227667
2013,Broj,Grad Banja Luka,Oba pola,Srednja škola,83044
2013,Broj,Grad Banja Luka,M,Srednja škola,42327
2013,Broj,Grad Banja Luka,Ž,Srednja škola,40717
2013,Broj,Berkovići,Oba pola,Srednja škola,771
2013,Broj,Berkovići,M,Srednja škola,446
2013,Broj,Berkovići,Ž,Srednja škola,325
2013,Broj,Grad Bijeljina,Oba pola,Srednja škola,43231
2013,Broj,Grad Bijeljina,M,Srednja škola,23560
2013,Broj,Grad Bijeljina,Ž,Srednja škola,19671
2013,Broj,Bileća,Oba pola,Srednja škola,4799
2013,Broj,Bileća,M,Srednja škola,2692
2013,Broj,Bileća,Ž,Srednja škola,2107
2013,Broj,Bratunac,Oba pola,Srednja škola,7868
2013,Broj,Bratunac,M,Srednja škola,4649
2013,Broj,Bratunac,Ž,Srednja škola,3219
2013,Broj,Brod,Oba pola,Srednja škola,7331
2013,Broj,Brod,M,Srednja škola,4080
2013,Broj,Brod,Ž,Srednja škola,3251
2013,Broj,Višegrad,Oba pola,Srednja škola,4635
2013,Broj,Višegrad,M,Srednja škola,2672
2013,Broj,Višegrad,Ž,Srednja škola,1963
2013,Broj,Vlasenica,Oba pola,Srednja škola,4607
2013,Broj,Vlasenica,M,Srednja škola,2596
2013,Broj,Vlasenica,Ž,Srednja škola,2011
2013,Broj,Vukosavlje,Oba pola,Srednja škola,1504
2013,Broj,Vukosavlje,M,Srednja škola,919
2013,Broj,Vukosavlje,Ž,Srednja škola,585
2013,Broj,Gacko,Oba pola,Srednja škola,3801
2013,Broj,Gacko,M,Srednja škola,2151
2013,Broj,Gacko,Ž,Srednja škola,1650
2013,Broj,Grad Gradiška,Oba pola,Srednja škola,21633
2013,Broj,Grad Gradiška,M,Srednja škola,11815
2013,Broj,Grad Gradiška,Ž,Srednja škola,9818
2013,Broj,Grad Derventa,Oba pola,Srednja škola,10884
2013,Broj,Grad Derventa,M,Srednja škola,6033
2013,Broj,Grad Derventa,Ž,Srednja škola,4851
2013,Broj,Grad Doboj,Oba pola,Srednja škola,29051
2013,Broj,Grad Doboj,M,Srednja škola,16192
2013,Broj,Grad Doboj,Ž,Srednja škola,12859
2013,Broj,Donji Žabar,Oba pola,Srednja škola,1261
2013,Broj,Donji Žabar,M,Srednja škola,739
2013,Broj,Donji Žabar,Ž,Srednja škola,522
2013,Broj,Grad Zvornik,Oba pola,Srednja škola,21815
2013,Broj,Grad Zvornik,M,Srednja škola,12776
2013,Broj,Grad Zvornik,Ž,Srednja škola,9039
2013,Broj,Istočna Ilidža,Oba pola,Srednja škola,7474
2013,Broj,Istočna Ilidža,M,Srednja škola,4082
2013,Broj,Istočna Ilidža,Ž,Srednja škola,3392
2013,Broj,Istočni Drvar,Oba pola,Srednja škola,29
2013,Broj,Istočni Drvar,M,Srednja škola,24
2013,Broj,Istočni Drvar,Ž,Srednja škola,5
2013,Broj,Istočni Mostar,Oba pola,Srednja škola,99
2013,Broj,Istočni Mostar,M,Srednja škola,65
2013,Broj,Istočni Mostar,Ž,Srednja škola,34
2013,Broj,Istočni Stari Grad,Oba pola,Srednja škola,548
2013,Broj,Istočni Stari Grad,M,Srednja škola,329
2013,Broj,Istočni Stari Grad,Ž,Srednja škola,219
2013,Broj,Istočno Novo Sarajevo,Oba pola,Srednja škola,5073
2013,Broj,Istočno Novo Sarajevo,M,Srednja škola,2656
2013,Broj,Istočno Novo Sarajevo,Ž,Srednja škola,2417
2013,Broj,Jezero,Oba pola,Srednja škola,435
2013,Broj,Jezero,M,Srednja škola,273
2013,Broj,Jezero,Ž,Srednja škola,162
2013,Broj,Kalinovik,Oba pola,Srednja škola,881
