Year,UNIT_MEASURE,Град/општина,Пол,Писменост,Value
2013,Број,Пале,M,Непозната писменост,31.0
2013,Број,Пале,Ж,Непозната писменост,68.0
2013,Број,Пелагићево,Укупно,Непозната писменост,132.0
2013,Број,Пелагићево,M,Непозната писменост,59.0
2013,Број,Пелагићево,Ж,Непозната писменост,73.0
2013,Број,Петровац,Укупно,Непозната писменост,1.0
2013,Број,Петровац,M,Непозната писменост,1.0
2013,Број,Петровац,Ж,Непозната писменост,0.0
2013,Број,Петрово,Укупно,Непозната писменост,35.0
2013,Број,Петрово,M,Непозната писменост,13.0
2013,Број,Петрово,Ж,Непозната писменост,22.0
2013,Број,Град Приједор,Укупно,Непозната писменост,816.0
2013,Број,Град Приједор,M,Непозната писменост,283.0
2013,Број,Град Приједор,Ж,Непозната писменост,533.0
2013,Број,Прњавор,Укупно,Непозната писменост,223.0
2013,Број,Прњавор,M,Непозната писменост,90.0
2013,Број,Прњавор,Ж,Непозната писменост,133.0
2013,Број,Рибник,Укупно,Непозната писменост,41.0
2013,Број,Рибник,M,Непозната писменост,13.0
2013,Број,Рибник,Ж,Непозната писменост,28.0
2013,Број,Рогатица,Укупно,Непозната писменост,110.0
2013,Број,Рогатица,M,Непозната писменост,24.0
2013,Број,Рогатица,Ж,Непозната писменост,86.0
2013,Број,Рудо,Укупно,Непозната писменост,40.0
2013,Број,Рудо,M,Непозната писменост,16.0
2013,Број,Рудо,Ж,Непозната писменост,24.0
2013,Број,Соколац,Укупно,Непозната писменост,69.0
2013,Број,Соколац,M,Непозната писменост,29.0
2013,Број,Соколац,Ж,Непозната писменост,40.0
2013,Број,Србац,Укупно,Непозната писменост,250.0
2013,Број,Србац,M,Непозната писменост,90.0
2013,Број,Србац,Ж,Непозната писменост,160.0
2013,Број,Сребреница,Укупно,Непозната писменост,134.0
2013,Број,Сребреница,M,Непозната писменост,26.0
2013,Број,Сребреница,Ж,Непозната писменост,108.0
2013,Број,Теслић,Укупно,Непозната писменост,346.0
2013,Број,Теслић,M,Непозната писменост,124.0
2013,Број,Теслић,Ж,Непозната писменост,222.0
2013,Број,Град Требиње,Укупно,Непозната писменост,188.0
2013,Број,Град Требиње,M,Непозната писменост,59.0
2013,Број,Град Требиње,Ж,Непозната писменост,129.0
2013,Број,Трново,Укупно,Непозната писменост,12.0
2013,Број,Трново,M,Непозната писменост,4.0
2013,Број,Трново,Ж,Непозната писменост,8.0
2013,Број,Угљевик,Укупно,Непозната писменост,98.0
2013,Број,Угљевик,M,Непозната писменост,37.0
2013,Број,Угљевик,Ж,Непозната писменост,61.0
2013,Број,Фоча,Укупно,Непозната писменост,128.0
2013,Број,Фоча,M,Непозната писменост,51.0
2013,Број,Фоча,Ж,Непозната писменост,77.0
2013,Број,Хан Пијесак,Укупно,Непозната писменост,13.0
2013,Број,Хан Пијесак,M,Непозната писменост,4.0
2013,Број,Хан Пијесак,Ж,Непозната писменост,9.0
2013,Број,Чајниче,Укупно,Непозната писменост,24.0
2013,Број,Чајниче,M,Непозната писменост,9.0
2013,Број,Чајниче,Ж,Непозната писменост,15.0
2013,Број,Челинац,Укупно,Непозната писменост,126.0
2013,Број,Челинац,M,Непозната писменост,54.0
2013,Број,Челинац,Ж,Непозната писменост,72.0
2013,Број,Шамац,Укупно,Непозната писменост,185.0
2013,Број,Шамац,M,Непозната писменост,64.0
2013,Број,Шамац,Ж,Непозната писменост,121.0
2013,Број,Шековићи,Укупно,Непозната писменост,65.0
2013,Број,Шековићи,M,Непозната писменост,27.0
2013,Број,Шековићи,Ж,Непозната писменост,38.0
2013,Број,Шипово,Укупно,Непозната писменост,72.0
2013,Број,Шипово,M,Непозната писменост,29.0
2013,Број,Шипово,Ж,Непозната писменост,43.0
