Year,UNIT_MEASURE,Value
1999,Број,147
2000,Број,143
2001,Број,145
2002,Број,150
2003,Број,151
2004,Број,154
2005,Број,128
2006,Број,133
2007,Број,138
2008,Број,142
2009,Број,146
2010,Број,152
2011,Број,160
2012,Број,165
2013,Број,171
2014,Број,174
2015,Број,214
2016,Број,219
2017,Број,219
2018,Број,225
2019,Број,228
2020,Број,236
2021,Број,239
2022,Број,253
2023,Број,257
