Year,UNIT_MEASURE,Value
1997,Number,5
1998,Number,19
1999,Number,6
2000,Number,0
2001,Number,5
2002,Number,4
2003,Number,4
2004,Number,1
2005,Number,0
2006,Number,5
2007,Number,1
2008,Number,0
2009,Number,4
2010,Number,4
2011,Number,5
2012,Number,8
2013,Number,8
2014,Number,2
2015,Number,2
2016,Number,7
2017,Number,5
2018,Number,5
2019,Number,5
2020,Number,3
2021,Number,16
2022,Number,20
2023,Number,12
2024,Number,10
