Year,Value,UNIT_MEASURE
2018,43.58,Broj
2019,43.82,Broj
2020,44.06,Broj
2025,45.23,Broj
2030,46.32,Broj
2035,47.31,Broj
2040,48.15,Broj
2045,48.84,Broj
2050,49.43,Broj
2055,49.96,Broj
2060,50.44,Broj
2065,50.86,Broj
2070,51.19,Broj
