Year,Value,UNIT_MEASURE
2005,47.3,Broj
2006,44.7,Broj
2007,53.7,Broj
2008,57.9,Broj
2009,54.7,Broj
2010,55.9,Broj
2011,59.0,Broj
2016,75.8,Broj
