Year,UNIT_MEASURE,Value
2007,Broj,1340
2008,Broj,1377
2009,Broj,1414
2010,Broj,1467
2011,Broj,1521
2012,Broj,1577
2013,Broj,1624
2014,Broj,1658
2015,Broj,1734
2016,Broj,1801
2017,Broj,1721
2018,Broj,1847
2019,Broj,1852
2020,Broj,1859
2021,Broj,1827
2022,Broj,1849
2023,Broj,1831
