Year,UNIT_MEASURE,Sex,Value
2013,Age,Total,41.63
2014,Age,Total,41.91
2015,Age,Total,42.18
2016,Age,Total,42.44
2017,Age,Total,42.7
2018,Age,Total,42.94
2019,Age,Total,43.17
2020,Age,Total,43.37
2021,Age,Total,43.54
