Year,UNIT_MEASURE,Value
2003,Starosna dob,23.7
2004,Starosna dob,24.6
2005,Starosna dob,24.9
2006,Starosna dob,25.0
2007,Starosna dob,25.0
2008,Starosna dob,25.4
2009,Starosna dob,25.6
2010,Starosna dob,25.9
2011,Starosna dob,26.3
2012,Starosna dob,26.4
2013,Starosna dob,26.7
2014,Starosna dob,26.9
2015,Starosna dob,27.2
2016,Starosna dob,26.9
2017,Starosna dob,27.3
2018,Starosna dob,27.6
2019,Starosna dob,27.8
2020,Starosna dob,27.9
