Year,UNIT_MEASURE,Value
2005,Broj,421.0
2006,Broj,409.0
2007,Broj,
2008,Broj,417.0
2009,Broj,406.0
2010,Broj,395.0
2011,Broj,390.0
2012,Broj,397.0
2013,Broj,377.0
2014,Broj,379.0
2015,Broj,371.0
2016,Broj,371.0
2017,Broj,363.0
2018,Broj,371.0
